iteration_index,metric,value
0,relative_residual,0.07204259309697966
1,relative_residual,0.13277278596883607
2,relative_residual,0.18202774711781658
3,relative_residual,0.1665912688921132
4,relative_residual,0.15281123570865704
5,relative_residual,0.16513401282953843
6,relative_residual,0.12217919663203476
7,relative_residual,0.14895500380188745
8,relative_residual,0.11517920067716342
9,relative_residual,0.07486351467755975
10,relative_residual,0.08655904128019308
11,relative_residual,0.055361024538473524
12,relative_residual,0.07966813058084726
13,relative_residual,0.11707630652796643
14,relative_residual,0.08446303738658639
15,relative_residual,0.06672572642750965
16,relative_residual,0.047626740583149474
17,relative_residual,0.04731902560411716
18,relative_residual,0.04521451051962525
19,relative_residual,0.03491680462368753
20,relative_residual,0.02395675492900913
21,relative_residual,0.02708112205112566
22,relative_residual,0.035752254590853995
23,relative_residual,0.032122780271750646
24,relative_residual,0.04053159040232258
25,relative_residual,0.0484410889052607
26,relative_residual,0.05370953986359061
27,relative_residual,0.04664295008936778
28,relative_residual,0.03736497130517672
29,relative_residual,0.0534752642053738
30,relative_residual,0.04763534595035805
31,relative_residual,0.05171325798373664
32,relative_residual,0.04333332129282869
33,relative_residual,0.03674716047626777
34,relative_residual,0.03489669947804721
35,relative_residual,0.031866339981273986
36,relative_residual,0.03108288800898169
37,relative_residual,0.027472002565756104
38,relative_residual,0.02503092662851732
39,relative_residual,0.024600221672390912
40,relative_residual,0.025184929566607898
41,relative_residual,0.025112429219808673
42,relative_residual,0.02104954308993029
43,relative_residual,0.020640922077274793
44,relative_residual,0.02165545602982269
45,relative_residual,0.02249303826202317
46,relative_residual,0.01948354056880387
47,relative_residual,0.0159835292034786
48,relative_residual,0.013952483030724475
49,relative_residual,0.014298289220652627
50,relative_residual,0.011346479674944865
51,relative_residual,0.01059776095148173
52,relative_residual,0.008620372235214493
53,relative_residual,0.008182936837833983
54,relative_residual,0.006805337749088761
55,relative_residual,0.007258328368587117
56,relative_residual,0.006370111547927094
57,relative_residual,0.004717818121257403
58,relative_residual,0.0045663353654372876
59,relative_residual,0.004571863902506762
60,relative_residual,0.004564903014607206
61,relative_residual,0.004158657966922307
62,relative_residual,0.00406162563364171
63,relative_residual,0.004336714958693419
64,relative_residual,0.003931775028325858
65,relative_residual,0.003931450739466723
66,relative_residual,0.0032376735107221685
67,relative_residual,0.003107412645477883
68,relative_residual,0.0029713035136589333
69,relative_residual,0.003030496612878183
70,relative_residual,0.002486096303756832
71,relative_residual,0.002199272096612781
72,relative_residual,0.0020964008068963987
73,relative_residual,0.0016091930526075339
74,relative_residual,0.0013623463603095623
75,relative_residual,0.0011253681242689565
76,relative_residual,0.0008778035342010932
77,relative_residual,0.0007360061020353915
78,relative_residual,0.000698206894378709
79,relative_residual,0.0006600608588234869
80,relative_residual,0.0005514671510642548
81,relative_residual,0.0005109611834358645
82,relative_residual,0.00041741717593101363
83,relative_residual,0.0003451647526288836
84,relative_residual,0.00034279085619192735
85,relative_residual,0.00031675447202343275
86,relative_residual,0.00025769173240632314
87,relative_residual,0.00022600245974116825
88,relative_residual,0.0002057964975175205
89,relative_residual,0.0001691243299043537
90,relative_residual,0.00013170624751930916
91,relative_residual,0.00011716092888391963
92,relative_residual,8.517067894581363e-05
93,relative_residual,6.744543768618542e-05
94,relative_residual,6.844278318803914e-05
95,relative_residual,5.034071021488132e-05
96,relative_residual,4.778287786460059e-05
97,relative_residual,4.695962016724081e-05
98,relative_residual,4.6463092162993754e-05
99,relative_residual,4.242555256255871e-05
100,relative_residual,4.4726944273345956e-05
101,relative_residual,4.415418495188158e-05
102,relative_residual,4.365758628054492e-05
103,relative_residual,4.176877447076256e-05
104,relative_residual,3.95112854896249e-05
105,relative_residual,3.718372384030645e-05
106,relative_residual,3.774335661379965e-05
107,relative_residual,3.6572581487861715e-05
108,relative_residual,3.879628125673645e-05
109,relative_residual,4.026596643609263e-05
110,relative_residual,4.211591783569096e-05
111,relative_residual,3.69606374514929e-05
112,relative_residual,3.535120089699054e-05
113,relative_residual,3.359926586144156e-05
114,relative_residual,3.0993595126284895e-05
115,relative_residual,3.4131637549108845e-05
116,relative_residual,3.661043709662375e-05
117,relative_residual,3.443156285263883e-05
118,relative_residual,3.0020196934574466e-05
119,relative_residual,2.716395952324857e-05
120,relative_residual,2.5331117365856334e-05
121,relative_residual,2.291933146741049e-05
122,relative_residual,1.880803905299556e-05
123,relative_residual,1.667386654394585e-05
124,relative_residual,1.4652019542743029e-05
125,relative_residual,1.353079868834855e-05
126,relative_residual,1.1551135952730835e-05
127,relative_residual,9.685412234184242e-06
128,relative_residual,9.758986821577484e-06
129,relative_residual,9.263485875382577e-06
130,relative_residual,9.413503704829128e-06
131,relative_residual,7.85476735985655e-06
132,relative_residual,6.429602139031736e-06
133,relative_residual,5.538528882067604e-06
134,relative_residual,4.9818742279563945e-06
135,relative_residual,5.324204669868744e-06
136,relative_residual,4.509021756003719e-06
137,relative_residual,3.874243171706118e-06
138,relative_residual,4.235441641625873e-06
139,relative_residual,4.2617444398688095e-06
140,relative_residual,3.939955149398226e-06
141,relative_residual,3.7645786849493195e-06
142,relative_residual,3.374980141577289e-06
143,relative_residual,3.038450995984579e-06
144,relative_residual,2.590197881519231e-06
145,relative_residual,2.1652667252133042e-06
146,relative_residual,1.670850212159873e-06
147,relative_residual,1.4377757602480254e-06
148,relative_residual,1.2971820077970513e-06
149,relative_residual,1.3018205330802517e-06
150,relative_residual,1.2170297485358033e-06
151,relative_residual,1.2607802024769192e-06
152,relative_residual,1.2051295160805328e-06
153,relative_residual,1.3404792418274331e-06
154,relative_residual,1.4588871287567323e-06
155,relative_residual,1.42539675383312e-06
156,relative_residual,1.2599283769462622e-06
157,relative_residual,1.271757437376938e-06
158,relative_residual,1.2110030000953543e-06
159,relative_residual,1.1266449633491553e-06
160,relative_residual,9.426695097079402e-07
161,relative_residual,8.588830421817034e-07
162,relative_residual,7.137506215312074e-07
163,relative_residual,6.69912645527691e-07
164,relative_residual,5.245796154188456e-07
165,relative_residual,4.676113407550871e-07
166,relative_residual,4.210976041181876e-07
167,relative_residual,3.666946093745998e-07
168,relative_residual,3.138793748343213e-07
169,relative_residual,2.868078572326098e-07
170,relative_residual,2.667044020409205e-07
171,relative_residual,2.72641648112634e-07
172,relative_residual,2.7604551230108195e-07
173,relative_residual,2.5930996881361284e-07
174,relative_residual,2.2603398264668396e-07
175,relative_residual,1.920040840618411e-07
176,relative_residual,1.7251442557116627e-07
177,relative_residual,1.6113949895217883e-07
178,relative_residual,1.57708407122873e-07
179,relative_residual,1.4013168778965933e-07
180,relative_residual,1.2795972566619866e-07
181,relative_residual,1.1430151979419444e-07
182,relative_residual,9.859785064065222e-08
183,relative_residual,9.971053533780899e-08
184,relative_residual,1.0582143946159783e-07
185,relative_residual,9.474145875019026e-08
186,relative_residual,9.423240125515787e-08
187,relative_residual,8.456489159425562e-08
188,relative_residual,7.75170496655684e-08
189,relative_residual,8.051473834763873e-08
190,relative_residual,7.583253848310426e-08
191,relative_residual,6.538265338086184e-08
192,relative_residual,5.5523778038526086e-08
193,relative_residual,4.408060831006721e-08
