iteration_index,metric,value
0,relative_residual,0.0715140270089364
1,relative_residual,0.15810516448799938
2,relative_residual,0.11777000771532584
3,relative_residual,0.0713171920019627
4,relative_residual,0.0903275259890461
5,relative_residual,0.0818278819916015
6,relative_residual,0.07739787007939587
7,relative_residual,0.1173967257266941
8,relative_residual,0.06118148692401508
9,relative_residual,0.038483860725178634
10,relative_residual,0.027313056380892032
11,relative_residual,0.0346631217241521
12,relative_residual,0.034523055745870966
13,relative_residual,0.04416312579727614
14,relative_residual,0.03800454321210191
15,relative_residual,0.04804625402833919
16,relative_residual,0.060986989446686075
17,relative_residual,0.059803368000806316
18,relative_residual,0.06145410985216357
19,relative_residual,0.07729839018734322
20,relative_residual,0.08601635041431344
21,relative_residual,0.10977696952044871
22,relative_residual,0.07646650901461859
23,relative_residual,0.057091530874570307
24,relative_residual,0.04950483472138417
25,relative_residual,0.04928609266230626
26,relative_residual,0.036206998881278644
27,relative_residual,0.030111914321936693
28,relative_residual,0.023950373137017388
29,relative_residual,0.027854602420407173
30,relative_residual,0.028458722978863364
31,relative_residual,0.029496130432149666
32,relative_residual,0.02267904251548344
33,relative_residual,0.018256494761080124
34,relative_residual,0.01653620861045658
35,relative_residual,0.0164572092693259
36,relative_residual,0.013810722328111648
37,relative_residual,0.010761940819029784
38,relative_residual,0.009852875182851639
39,relative_residual,0.01051527733618883
40,relative_residual,0.010217140483646029
41,relative_residual,0.009549398081225095
42,relative_residual,0.00838416457838419
43,relative_residual,0.006899157857767661
44,relative_residual,0.0061555062524510035
45,relative_residual,0.005936823429026311
46,relative_residual,0.0049936818476044465
47,relative_residual,0.0041430692084939765
48,relative_residual,0.0037608837353330644
49,relative_residual,0.004240065436490678
50,relative_residual,0.004363188929059026
51,relative_residual,0.0037372265631737526
52,relative_residual,0.0033635898816034167
53,relative_residual,0.002900576812753123
54,relative_residual,0.002820199771755575
55,relative_residual,0.0026491277829051056
56,relative_residual,0.002603252922618526
57,relative_residual,0.00195609701025808
58,relative_residual,0.0018571290468443911
59,relative_residual,0.0018982768613015014
60,relative_residual,0.001824918098856105
61,relative_residual,0.0016976122979488382
62,relative_residual,0.0016702015792831283
63,relative_residual,0.0014078974011078398
64,relative_residual,0.001347315789766949
65,relative_residual,0.0011818989917316992
66,relative_residual,0.0011145797467519384
67,relative_residual,0.0011075508483181964
68,relative_residual,0.0009899082923705818
69,relative_residual,0.0009574085019930366
70,relative_residual,0.0009146521934753678
71,relative_residual,0.000898764754171215
72,relative_residual,0.0008844202283326538
73,relative_residual,0.0007810676741591615
74,relative_residual,0.0007467879068130392
75,relative_residual,0.0006810415071288484
76,relative_residual,0.0006212018989365531
77,relative_residual,0.000608250815506502
78,relative_residual,0.0005605247570882443
79,relative_residual,0.00045798517969936634
80,relative_residual,0.0004128535840016704
81,relative_residual,0.00041233185913607765
82,relative_residual,0.00037326427664201203
83,relative_residual,0.00035871442262646046
84,relative_residual,0.0003109567677544461
85,relative_residual,0.0002836466704564377
86,relative_residual,0.0002632082844677834
87,relative_residual,0.0002596247536134532
