model,context,batch,path,H,P,G,request_id,wave,queue_delay,admission_delay,prefill_latency,first_decode_step,decode_duration,completion_time
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,8,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,9,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,10,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,11,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,12,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,13,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,14,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,15,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,16,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,17,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,18,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,19,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,20,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,21,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,22,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,23,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,24,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,25,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,26,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,27,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,28,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,29,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,30,2,3.4892829000092704,0.040296911178363835,0.017391579674331428,0.01030931560638611,0.32994022502043585,3.8769116158824017
Llama-3.1-8B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,31,2,3.4892829000092704,0.040296911178363835,0.017391579674331428,0.01030931560638611,0.32994022502043585,3.8769116158824017
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,0,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,1,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,2,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,3,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,4,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,5,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,6,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,7,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,8,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,9,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,10,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,11,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,12,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,13,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,14,0,0.0,0.0,0.13043684755748572,0.04571172635649007,1.463091185528285,1.5935280330857708
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,15,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,16,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,17,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,18,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,19,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,20,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,21,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,22,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,23,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,24,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,25,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,26,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,27,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,28,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,29,1,1.5935280330857708,0.3022268338377288,0.13043684755748572,0.04571172635649007,1.463091185528285,3.4892829000092704
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,30,2,3.4892829000092704,0.040296911178363835,0.017391579674331428,0.01030931560638611,0.32994022502043585,3.8769116158824017
Llama-3.1-8B,LC64K,32,HBM_BEST,64000,128,32,31,2,3.4892829000092704,0.040296911178363835,0.017391579674331428,0.01030931560638611,0.32994022502043585,3.8769116158824017
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,0,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,1,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,2,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,3,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,4,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,5,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,6,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,7,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,8,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,9,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,10,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,11,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,12,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,13,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,14,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,15,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,16,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,17,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,18,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,19,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,20,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,21,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,22,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,23,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,24,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,25,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,26,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,27,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,28,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,29,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,30,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_GPU,64000,128,32,31,0,0.0,0.0,0.27826527478930285,0.0858101787779361,2.746551316231542,3.024816591020845
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,0,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,1,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,2,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,3,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,4,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,5,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,6,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,7,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,8,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,9,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,10,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,11,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,12,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,13,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,14,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,15,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,16,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,17,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,18,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,19,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,20,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,21,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,22,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,23,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,24,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,25,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,26,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,27,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,28,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,29,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,30,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,31,0,0.0,0.0,0.27826527478930285,0.03903613602514837,1.2492114580068583,1.5274767327961611
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,0,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,1,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,2,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,3,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,4,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,5,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,6,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,7,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,8,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,9,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,10,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,11,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,12,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,13,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,14,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,15,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,16,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,17,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,18,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,19,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,20,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,21,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,22,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,23,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,24,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,25,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,26,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,27,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,28,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,29,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,30,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC64K,32,M3D_NMP_CPA,64000,128,32,31,0,0.0,0.0,0.27826527478930285,0.034471250697193985,1.103144073427826,1.3814093482171288
Llama-3.1-8B,LC126K,1,HBM_HOST_OFFLOAD,126000,128,32,0,0,0.0,0.0,0.014639717791451429,0.01021890424601703,0.3270259986805852,0.3416657164720366
Llama-3.1-8B,LC126K,1,HBM_RESIDENT_WAVE,126000,128,32,0,0,0.0,0.0,0.014639717791451429,0.01021890424601703,0.3270259986805852,0.3416657164720366
Llama-3.1-8B,LC126K,1,HBM_BEST,126000,128,32,0,0,0.0,0.0,0.014639717791451429,0.01021890424601703,0.3270259986805852,0.3416657164720366
Llama-3.1-8B,LC126K,1,M3D_GPU,126000,128,32,0,0,0.0,0.0,0.014639717791451429,0.009780750597735416,0.3130016932458531,0.3276414110373045
Llama-3.1-8B,LC126K,1,M3D_NMP_UNIFORM,126000,128,32,0,0,0.0,0.0,0.014639717791451429,0.0020280614257693094,0.0649004549120689,0.07954017270352033
Llama-3.1-8B,LC126K,1,M3D_NMP_CPA,126000,128,32,0,0,0.0,0.0,0.014639717791451429,0.0019209437175403854,0.061471990840679204,0.07611170863213063
Llama-3.1-8B,LC126K,8,HBM_HOST_OFFLOAD,126000,128,32,0,0,0.0,0.0,0.11711774233161143,0.046934730767745965,1.5019113845678707,1.619029126899482
Llama-3.1-8B,LC126K,8,HBM_HOST_OFFLOAD,126000,128,32,1,0,0.0,0.0,0.11711774233161143,0.046934730767745965,1.5019113845678707,1.619029126899482
Llama-3.1-8B,LC126K,8,HBM_HOST_OFFLOAD,126000,128,32,2,0,0.0,0.0,0.11711774233161143,0.046934730767745965,1.5019113845678707,1.619029126899482
Llama-3.1-8B,LC126K,8,HBM_HOST_OFFLOAD,126000,128,32,3,0,0.0,0.0,0.11711774233161143,0.046934730767745965,1.5019113845678707,1.619029126899482
