model,context,batch,path,H,P,G,prefill_gpu_dynamic_J,prefill_gpu_static_J,prefill_hbm_read_J,prefill_hbm_write_J,prefill_host_memory_J,prefill_c2c_J,decode_gpu_dynamic_J,decode_gpu_static_J,decode_hbm_read_J,decode_hbm_write_J,decode_host_memory_J,decode_c2c_J,admission_host_memory_J,admission_c2c_J,admission_hbm_write_J,admission_gpu_static_J,E2E_J,decode_array_read_J,decode_array_write_J,decode_read_peripheral_J,decode_row_select_J,decode_column_select_J,decode_write_driver_J,decode_router_J,decode_pipeline_register_J,decode_sram_read_J,decode_sram_write_J,decode_mac_J,decode_reduction_J,decode_interface_J,decode_miv_J,decode_feol_wire_J,decode_feol_unresolved_J,prefill_array_read_J,prefill_array_write_J,prefill_read_peripheral_J,prefill_row_select_J,prefill_column_select_J,prefill_write_driver_J,prefill_router_J,prefill_pipeline_register_J,prefill_sram_read_J,prefill_sram_write_J,prefill_mac_J,prefill_reduction_J,prefill_interface_J,prefill_miv_J,prefill_feol_wire_J,prefill_feol_unresolved_J
Qwen2.5-32B,LC64K,32,HBM_RESIDENT_WAVE,64000,128,32,326.32716176991977,63.389451561954736,26.907306885119997,0.651521513357312,0.0,0.0,3139.0769559162068,805.4257676460164,806.2633236234241,0.004285303619584,0.0,0.0,15.032385536,4.885525299199999,7.499281334271999,83.49519996156988,5278.958166350661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC64K,32,HBM_BEST,64000,128,32,326.32716176991977,63.389451561954736,26.907306885119997,0.651521513357312,0.0,0.0,3139.0769559162068,805.4257676460164,806.2633236234241,0.004285303619584,0.0,0.0,15.032385536,4.885525299199999,7.499281334271999,83.49519996156988,5278.958166350661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC64K,32,M3D_GPU,64000,128,32,326.3271617699198,63.38945156195474,,,,,1800.1829636656332,432.76225184368525,,,,,,,,,2765.787684882609,28.404888482768484,7.9993765888e-07,6.16492425019392,0.000268435456,0.000268435456,0.0002147483648,0.0,0.0,0.0,0.0,0.0,0.0,77.06262686924799,0.37696911388463866,25.95911904030915,0.0,0.992800708231168,0.00012161952579583999,0.21547492311039998,0.040811921407999996,0.040811921407999996,0.0326495371264,0.0,0.0,0.0,0.0,0.0,0.0,2.856684224512,0.01397411127317636,0.9632468992024192,0.0
Qwen2.5-32B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,326.3271617699198,63.38945156195474,,,,,351.24999803109375,255.8949167534294,,,,,,,,,1834.0916292718928,28.404888482768484,7.9993765888e-07,6.16492425019392,0.000268435456,0.000268435456,0.0002147483648,128.3635130925056,8.94139914780672,123.38965974201601,123.38965974201601,151.59556833279999,3.30779590656,15.036386902016,0.37696911388463866,133.14288990667518,109.96565341566291,0.992800708231168,0.00012161952579583999,0.21547492311039998,0.040811921407999996,0.040811921407999996,0.0326495371264,0.0,0.0,0.0,0.0,0.0,0.0,2.856684224512,0.01397411127317636,0.9567117347795866,0.0
Qwen2.5-32B,LC64K,32,M3D_NMP_CPA,64000,128,32,326.3271617699198,63.38945156195474,,,,,351.24999803109375,228.1298535437951,,,,,,,,,1693.858399658647,28.404888482768484,7.9993765888e-07,6.16492425019392,0.000268435456,0.000268435456,0.0002147483648,107.2827079852032,8.94139914780672,101.39924896610401,101.39924896610401,151.59556833279999,1.8464636928,15.036386902016,0.37696911388463866,99.12917237451875,98.0341803066579,0.992800708231168,0.00012161952579583999,0.21547492311039998,0.040811921407999996,0.040811921407999996,0.0326495371264,0.0,0.0,0.0,0.0,0.0,0.0,2.856684224512,0.01397411127317636,0.9566948452165926,0.0
Qwen2.5-32B,LC126K,1,HBM_HOST_OFFLOAD,126000,128,32,15.85857181533526,3.080547032853943,2.382354432,0.020360047292416,0.0,0.0,290.14663756775417,74.44595388223321,74.523763802112,0.00013391573811200004,0.0,0.0,0.0,0.0,0.0,0.0,460.45832249531907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC126K,1,HBM_RESIDENT_WAVE,126000,128,32,15.85857181533526,3.080547032853943,2.382354432,0.020360047292416,0.0,0.0,290.14663756775417,74.44595388223321,74.523763802112,0.00013391573811200004,0.0,0.0,0.0,0.0,0.0,0.0,460.45832249531907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC126K,1,HBM_BEST,126000,128,32,15.85857181533526,3.080547032853943,2.382354432,0.020360047292416,0.0,0.0,290.14663756775417,74.44595388223321,74.523763802112,0.00013391573811200004,0.0,0.0,0.0,0.0,0.0,0.0,460.45832249531907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC126K,1,M3D_GPU,126000,128,32,15.85857181533526,3.080547032853943,,,,,290.1466375677542,70.54847957973057,,,,,,,,,402.5647727350944,4.578243222909747,2.499805184e-08,0.99365018402816,8.388608e-06,8.388608e-06,6.7108864e-06,0.0,0.0,0.0,0.0,0.0,0.0,12.420660854784,0.0607584752389523,4.156723632942404,0.0,0.14635597393919997,3.8006101811199996e-06,0.03176472576,0.0012753725439999999,0.0012753725439999999,0.0010202980352,0.0,0.0,0.0,0.0,0.0,0.0,0.402160562176,0.001967259428226053,0.1346534913798718,0.0
Qwen2.5-32B,LC126K,1,M3D_NMP_UNIFORM,126000,128,32,15.85857181533526,3.080547032853943,,,,,12.87490442887168,14.100474993057933,,,,,,,,,90.48436551260109,4.578243222909747,2.499805184e-08,0.99365018402816,8.388608e-06,8.388608e-06,6.7108864e-06,7.9937822261248,0.2521834717184,3.8403895326720003,3.8403895326720003,7.3378299903999995,0.10336862208,0.5511517306879999,0.0607584752389523,8.238441836121686,6.059393307827598,0.14635597393919997,3.8006101811199996e-06,0.03176472576,0.0012753725439999999,0.0012753725439999999,0.0010202980352,0.0,0.0,0.0,0.0,0.0,0.0,0.402160562176,0.001967259428226053,0.13443823186366696,0.0
Qwen2.5-32B,LC126K,1,M3D_NMP_CPA,126000,128,32,15.85857181533526,3.080547032853943,,,,,12.87490442887168,13.494345319059102,,,,,,,,,85.73565235743244,4.578243222909747,2.499805184e-08,0.99365018402816,8.388608e-06,8.388608e-06,6.7108864e-06,7.3300109688832,0.2521834717184,2.9159476752,2.9159476752,7.3378299903999995,0.07669284864,0.5511517306879999,0.0607584752389523,6.8956597463557845,5.798921366838912,0.14635597393919997,3.8006101811199996e-06,0.03176472576,0.0012753725439999999,0.0012753725439999999,0.0010202980352,0.0,0.0,0.0,0.0,0.0,0.0,0.402160562176,0.001967259428226053,0.1344395270740515,0.0
Qwen2.5-32B,LC126K,8,HBM_HOST_OFFLOAD,126000,128,32,126.86857452268208,32.64941878318682,3.9035232583679997,0.162880378339328,5.878166061056,1.9104039698431998,982.2791082914611,1044.9786771092088,111.19509268070398,0.0,188.136831320064,61.14447017902079,0.0,0.0,0.0,0.0,2559.107146553934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC126K,8,HBM_RESIDENT_WAVE,126000,128,32,126.86857452268208,24.644376262831543,12.91787108352,0.162880378339328,0.0,0.0,1556.090819255992,399.2624775458457,399.67925049753603,0.0010713259048960003,0.0,0.0,6.3417876479999995,2.0610809856,3.163759312896,35.22453748378729,2566.4184863029345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC126K,8,HBM_BEST,126000,128,32,126.86857452268208,24.644376262831543,12.91787108352,0.162880378339328,0.0,0.0,1556.090819255992,399.2624775458457,399.67925049753603,0.0010713259048960003,0.0,0.0,6.3417876479999995,2.0610809856,3.163759312896,35.22453748378729,2566.4184863029345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC126K,8,M3D_GPU,126000,128,32,126.86857452268208,24.644376262831543,,,,,982.2791082914612,236.5064675295879,,,,,,,,,1448.0280971761435,15.499390751447448,1.9998441472e-07,3.36394807410688,6.7108864e-05,6.7108864e-05,5.36870912e-05,0.0,0.0,0.0,0.0,0.0,0.0,42.049619361792,0.20569507123545824,14.050414423729872,0.0,0.510642946768896,3.0404881448959997e-05,0.1108286373888,0.010202980351999999,0.010202980351999999,0.0081623842816,0.0,0.0,0.0,0.0,0.0,0.0,1.4261698887679999,0.006976427592178421,0.4770981320807996,0.0
Qwen2.5-32B,LC126K,8,M3D_NMP_UNIFORM,126000,128,32,126.86857452268208,24.644376262831543,,,,,102.99923543097344,77.57043980617036,,,,,,,,,598.4493016033658,15.499390751447448,1.9998441472e-07,3.36394807410688,6.7108864e-05,6.7108864e-05,5.36870912e-05,41.104588564070404,2.04851468304384,30.812166538704002,30.812166538704002,58.702639923199996,0.82694897664,4.4092138455039995,0.20569507123545824,42.68670854413391,33.33432413292186,0.510642946768896,3.0404881448959997e-05,0.1108286373888,0.010202980351999999,0.010202980351999999,0.0081623842816,0.0,0.0,0.0,0.0,0.0,0.0,1.4261698887679999,0.006976427592178421,0.4769651818081068,0.0
Qwen2.5-32B,LC126K,8,M3D_NMP_CPA,126000,128,32,126.86857452268208,24.644376262831543,,,,,102.99923543097344,70.28750504498963,,,,,,,,,554.216013794946,15.499390751447448,1.9998441472e-07,3.36394807410688,6.7108864e-05,6.7108864e-05,5.36870912e-05,35.5037691772928,2.04851468304384,22.441398669192,22.441398669192,58.702639923199996,0.64938835968,4.4092138455039995,0.20569507123545824,31.385850894331984,30.20463054636041,0.510642946768896,3.0404881448959997e-05,0.1108286373888,0.010202980351999999,0.010202980351999999,0.0081623842816,0.0,0.0,0.0,0.0,0.0,0.0,1.4261698887679999,0.006976427592178421,0.4770791136938835,0.0
Qwen2.5-32B,LC126K,32,HBM_HOST_OFFLOAD,126000,128,32,507.4742980907283,173.7812807289427,5.1773225041919995,0.651521513357312,31.287393910784,10.1684030210048,3355.304722201313,5561.790087515087,110.80371378585598,0.0,1001.338674610176,325.4350692483071,0.0,0.0,0.0,0.0,11083.212487129747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC126K,32,HBM_RESIDENT_WAVE,126000,128,32,507.4742980907285,98.57750505132617,51.67148433408,0.6515215133573122,0.0,0.0,6224.363277023967,1597.0499101833823,1598.7170019901446,0.004285303619584,0.0,0.0,31.708938239999988,10.305404928,15.818796564480005,176.12268741893644,10312.465110642022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC126K,32,HBM_BEST,126000,128,32,507.4742980907285,98.57750505132617,51.67148433408,0.6515215133573122,0.0,0.0,6224.363277023967,1597.0499101833823,1598.7170019901446,0.004285303619584,0.0,0.0,31.708938239999988,10.305404928,15.818796564480005,176.12268741893644,10312.465110642022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-32B,LC126K,32,M3D_GPU,126000,128,32,507.4742980907283,98.57750505132617,,,,,3355.3047222013133,805.4653481974791,,,,,,,,,5032.435673511263,52.94332513500528,7.9993765888e-07,11.49068369723392,0.000268435456,0.000268435456,0.0002147483648,0.0,0.0,0.0,0.0,0.0,0.0,143.634619957248,0.7026209118942315,47.973407245979,0.0,1.7596268536135677,0.00012161952579583999,0.38190490583040004,0.040811921407999996,0.040811921407999996,0.0326495371264,0.0,0.0,0.0,0.0,0.0,0.0,4.937059008512,0.024150729960976135,1.6512541064554223,0.0
Qwen2.5-32B,LC126K,32,M3D_NMP_UNIFORM,126000,128,32,507.4742980907283,98.57750505132617,,,,,411.99694172389377,298.9569548809341,,,,,,,,,2346.7955594881855,52.94332513500528,7.9993765888e-07,11.49068369723392,0.000268435456,0.000268435456,0.0002147483648,154.90011617034241,8.34195324665856,123.54753715944001,123.54753715944001,234.81055969279998,3.30779590656,17.636855382015998,0.7026209118942315,161.22050205468997,128.47069142180683,1.7596268536135677,0.00012161952579583999,0.38190490583040004,0.040811921407999996,0.040811921407999996,0.0326495371264,0.0,0.0,0.0,0.0,0.0,0.0,4.937059008512,0.024150729960976135,1.651792886816407,0.0
Qwen2.5-32B,LC126K,32,M3D_NMP_CPA,126000,128,32,507.4742980907283,98.57750505132617,,,,,411.99694172389377,272.73809592357196,,,,,,,,,2222.1587929382426,52.94332513500528,7.9993765888e-07,11.49068369723392,0.000268435456,0.000268435456,0.0002147483648,140.1452215926784,8.34195324665856,104.11513052978401,104.11513052978401,234.81055969279998,2.6217283584,17.636855382015998,0.7026209118942315,128.37535253386665,117.20366824823769,1.7596268536135677,0.00012161952579583999,0.38190490583040004,0.040811921407999996,0.040811921407999996,0.0326495371264,0.0,0.0,0.0,0.0,0.0,0.0,4.937059008512,0.024150729960976135,1.6518333737641937,0.0
