iteration_index,metric,value
0,relative_residual,0.05268175487225691
1,relative_residual,0.10665179171437972
2,relative_residual,0.1244530475201373
3,relative_residual,0.148304166825964
4,relative_residual,0.13222960642963505
5,relative_residual,0.12401373499795508
6,relative_residual,0.09179284256767575
7,relative_residual,0.11099057531431256
8,relative_residual,0.0951472543634149
9,relative_residual,0.054073967021167055
10,relative_residual,0.06872658090427947
11,relative_residual,0.05166863652618529
12,relative_residual,0.06414926534629062
13,relative_residual,0.0863053651622195
14,relative_residual,0.06148076543186178
15,relative_residual,0.04836141392863569
16,relative_residual,0.03395862261655299
17,relative_residual,0.03468551366767679
18,relative_residual,0.03179371592809209
19,relative_residual,0.02680395271992959
20,relative_residual,0.019252084095125226
21,relative_residual,0.020496471100926724
22,relative_residual,0.026876644021539324
23,relative_residual,0.02679282872793353
24,relative_residual,0.031002759796580764
25,relative_residual,0.04076966452764285
26,relative_residual,0.04020831039255895
27,relative_residual,0.034746644866171815
28,relative_residual,0.028546343217005853
29,relative_residual,0.03850215949956532
30,relative_residual,0.037948108117991625
31,relative_residual,0.038608398875543515
32,relative_residual,0.03234259614875095
33,relative_residual,0.028079875640453476
34,relative_residual,0.025375773349059584
35,relative_residual,0.02499352784858971
36,relative_residual,0.023975225350536214
37,relative_residual,0.020832241264706626
38,relative_residual,0.020581493374422277
39,relative_residual,0.01934329025880897
40,relative_residual,0.019916198581911477
41,relative_residual,0.01931193245198285
42,relative_residual,0.017178334940962662
43,relative_residual,0.01574729630088557
44,relative_residual,0.01753209059750077
45,relative_residual,0.01674672461685168
46,relative_residual,0.014879304073726446
47,relative_residual,0.012226357762529687
48,relative_residual,0.010657444955019222
49,relative_residual,0.011161307173960836
50,relative_residual,0.008789830423815726
51,relative_residual,0.008309259682358773
52,relative_residual,0.006590909723979018
53,relative_residual,0.00624866160800146
54,relative_residual,0.005260235344114723
55,relative_residual,0.005568576248763882
56,relative_residual,0.005078700408310069
57,relative_residual,0.0036868819963446044
58,relative_residual,0.0036246248890037867
59,relative_residual,0.003810020383739415
60,relative_residual,0.003638683829193222
61,relative_residual,0.003460172112365442
62,relative_residual,0.003115293752989324
63,relative_residual,0.0033690684870598337
64,relative_residual,0.0030261068608675927
65,relative_residual,0.003086517319355501
66,relative_residual,0.002667158312823849
67,relative_residual,0.0022847904418569296
68,relative_residual,0.0024474122330811823
69,relative_residual,0.0023534969512196864
70,relative_residual,0.0018357720210681362
71,relative_residual,0.001729170088716688
72,relative_residual,0.0015405790424850492
73,relative_residual,0.0012525679572946665
74,relative_residual,0.0009846138343165521
75,relative_residual,0.0008783750108176788
76,relative_residual,0.0006703962605169716
77,relative_residual,0.000585974743859398
78,relative_residual,0.0005457290364368115
79,relative_residual,0.0005210006368412739
80,relative_residual,0.00041317986767840163
81,relative_residual,0.000364705907834457
82,relative_residual,0.00033255757384696813
83,relative_residual,0.0002659413098192758
84,relative_residual,0.0002549191911718827
85,relative_residual,0.00024000898577295266
86,relative_residual,0.00020292495624100998
87,relative_residual,0.00017813163093460013
88,relative_residual,0.0001557296209001344
89,relative_residual,0.0001201525326826055
90,relative_residual,9.789145563877888e-05
91,relative_residual,8.056868636975071e-05
92,relative_residual,6.129128193026816e-05
93,relative_residual,5.1196611427656066e-05
94,relative_residual,4.753462962306932e-05
95,relative_residual,3.7424262449356186e-05
96,relative_residual,3.5264783698603435e-05
97,relative_residual,3.312028120167464e-05
98,relative_residual,3.101114093246079e-05
99,relative_residual,2.799215613249347e-05
100,relative_residual,2.9322326484211602e-05
101,relative_residual,2.8775847088755858e-05
102,relative_residual,2.634431097900394e-05
103,relative_residual,2.6464538003208863e-05
104,relative_residual,2.2807913221065433e-05
105,relative_residual,2.225520329749591e-05
106,relative_residual,2.1998786769181917e-05
107,relative_residual,2.0280783304804763e-05
108,relative_residual,2.1256877674037263e-05
109,relative_residual,2.2587420606856787e-05
110,relative_residual,2.3830881883134515e-05
111,relative_residual,2.0677264909288284e-05
112,relative_residual,2.1025960934771397e-05
113,relative_residual,2.0384072466571687e-05
114,relative_residual,1.811473019136237e-05
115,relative_residual,2.1224082756047348e-05
116,relative_residual,2.1906733738097305e-05
117,relative_residual,2.1754448416095016e-05
118,relative_residual,1.9316421253905384e-05
119,relative_residual,1.801318485587612e-05
120,relative_residual,1.5755402422478533e-05
121,relative_residual,1.5528550110888795e-05
122,relative_residual,1.323080920180593e-05
123,relative_residual,1.1071135772983776e-05
124,relative_residual,9.925248722344887e-06
125,relative_residual,8.539994057734992e-06
126,relative_residual,7.817213675597977e-06
127,relative_residual,6.567179808756649e-06
