iteration_index,metric,value
0,relative_residual,0.05268989502863799
1,relative_residual,0.10673176544993392
2,relative_residual,0.12726439825540564
3,relative_residual,0.15202124512818
4,relative_residual,0.13225256005456704
5,relative_residual,0.12148825941569098
6,relative_residual,0.09025346484868131
7,relative_residual,0.10741512144027596
8,relative_residual,0.09251197117904561
9,relative_residual,0.055454168313227935
10,relative_residual,0.0687742094917852
11,relative_residual,0.049155325875681256
12,relative_residual,0.06239426053311498
13,relative_residual,0.08477996083665636
14,relative_residual,0.06553007005626747
15,relative_residual,0.048098642964868515
16,relative_residual,0.03353556841138427
17,relative_residual,0.034276328114613536
18,relative_residual,0.032239550691516274
19,relative_residual,0.027890728229517544
20,relative_residual,0.019878326017347455
21,relative_residual,0.02044237388008733
22,relative_residual,0.027078595923596648
23,relative_residual,0.026758404989276202
24,relative_residual,0.030846664888696234
25,relative_residual,0.04010005389923894
26,relative_residual,0.04113182648009701
27,relative_residual,0.036325465564935155
28,relative_residual,0.029225123417781152
29,relative_residual,0.0395812752728642
30,relative_residual,0.03833066689864979
31,relative_residual,0.041644475522484195
32,relative_residual,0.032100245684429714
33,relative_residual,0.029199309017339442
34,relative_residual,0.02598357324212307
35,relative_residual,0.024364726024415077
36,relative_residual,0.02433918857170215
37,relative_residual,0.02102260595027656
38,relative_residual,0.021026452920971238
39,relative_residual,0.019937681290801756
40,relative_residual,0.020817028244924304
41,relative_residual,0.019765518310159005
42,relative_residual,0.01772806309652723
43,relative_residual,0.0158183043580999
44,relative_residual,0.017146232504294274
45,relative_residual,0.017388994844710064
46,relative_residual,0.015019084657831293
47,relative_residual,0.012760552644631428
48,relative_residual,0.010901242518038298
49,relative_residual,0.011548313694702605
50,relative_residual,0.009232829500392566
51,relative_residual,0.008689066362013005
52,relative_residual,0.006858626914119051
53,relative_residual,0.0065351618141041125
54,relative_residual,0.005278337701227921
55,relative_residual,0.005521750316096599
56,relative_residual,0.005196976427538458
57,relative_residual,0.0037754334590115414
58,relative_residual,0.0036231769783889025
59,relative_residual,0.00357619021575554
60,relative_residual,0.0037115477259326477
61,relative_residual,0.003449945825060975
62,relative_residual,0.0032491436293405583
63,relative_residual,0.003458327557523403
64,relative_residual,0.0032019524896111256
65,relative_residual,0.003158176266932089
66,relative_residual,0.0026922094116653803
67,relative_residual,0.0023935428010520665
68,relative_residual,0.0023203674032764823
69,relative_residual,0.0023206232016954017
70,relative_residual,0.0019702809161507963
71,relative_residual,0.001656424090706263
72,relative_residual,0.0016154028522850665
73,relative_residual,0.0012700270598891734
74,relative_residual,0.001039191589928133
75,relative_residual,0.0009234903187666718
76,relative_residual,0.0006849900873432509
77,relative_residual,0.0006166693041589806
78,relative_residual,0.0005583031909587709
79,relative_residual,0.0005331439463327942
80,relative_residual,0.0004321462356804608
81,relative_residual,0.00040281741895148714
82,relative_residual,0.00033971737974731623
83,relative_residual,0.0002786166218872938
84,relative_residual,0.00027638490550589516
85,relative_residual,0.0002456422748423476
86,relative_residual,0.0002116454715694814
87,relative_residual,0.0001863219596188031
88,relative_residual,0.00016456429838869897
89,relative_residual,0.0001333891578388299
90,relative_residual,9.778017301607723e-05
91,relative_residual,8.9862993103621e-05
92,relative_residual,6.46277545522678e-05
93,relative_residual,5.2655372939879075e-05
94,relative_residual,5.08958502759235e-05
95,relative_residual,3.9708118381573295e-05
96,relative_residual,3.807742357958059e-05
97,relative_residual,3.831413998389386e-05
98,relative_residual,3.8561197504466116e-05
99,relative_residual,3.3059067855079916e-05
100,relative_residual,3.531585304955027e-05
101,relative_residual,3.5039684953879756e-05
102,relative_residual,3.3492204071067625e-05
103,relative_residual,3.313114246941913e-05
104,relative_residual,3.0144258854691915e-05
105,relative_residual,2.9335507950170206e-05
106,relative_residual,2.93666590062285e-05
107,relative_residual,2.992515999513382e-05
108,relative_residual,2.9661063894087046e-05
109,relative_residual,3.10751616142239e-05
110,relative_residual,3.223951789112478e-05
111,relative_residual,2.8936671919352696e-05
112,relative_residual,2.7944638388616596e-05
113,relative_residual,2.661202860116639e-05
114,relative_residual,2.494601218155172e-05
