model,context,batch,decode_context,boundary_bytes,array_including_MIV_s,boundary_active_service_s,gpu_related_service_s,decode_step_s
Llama-3.1-70B,LC20K,1,20150,145606524928.0,0.004866279553490538,0.047352905723956784,0.030519392640833483,0.04745371249621479
Llama-3.1-70B,LC20K,1,20151,145606852608.0,0.004866279553490538,0.04735300222009529,0.030519469440833717,0.04745381325901993
Llama-3.1-70B,LC20K,1,20152,145607180288.0,0.004866279553490538,0.04735309871623341,0.0305195462408336,0.04745391402182458
Llama-3.1-70B,LC20K,1,20153,145607507968.0,0.004866279553490538,0.04735319521237189,0.03051962304083355,0.04745401478462986
Llama-3.1-70B,LC20K,1,20154,145607835648.0,0.004866279553490538,0.047353291708510395,0.030519699840833536,0.047454115547435
Llama-3.1-70B,LC20K,1,20155,145608163328.0,0.004866279553490538,0.04735338820464852,0.030519776640833555,0.04745421631023974
Llama-3.1-70B,LC20K,1,20156,145608491008.0,0.004866279553490538,0.04735348470078705,0.030519853440833654,0.047454317073044996
Llama-3.1-70B,LC20K,1,20157,145608818688.0,0.004866279553490538,0.047353581196925176,0.03051993024083367,0.047454417835849735
Llama-3.1-70B,LC20K,1,20158,145609146368.0,0.004866279553490538,0.04735367869574709,0.030520007040833647,0.04745451859865487
Llama-3.1-70B,LC20K,1,20159,145609474048.0,0.004866279553490538,0.04735377519188522,0.030520083840833594,0.04745461936145979
Llama-3.1-70B,LC20K,8,20128,191770525696.0,0.005506681155968311,0.060946758023278015,0.041428290566666345,0.06169632563576541
Llama-3.1-70B,LC20K,8,20129,191773147136.0,0.005506681155968311,0.06094752999238518,0.041428904966666596,0.06169713173820596
Llama-3.1-70B,LC20K,8,20130,191775768576.0,0.005506681155968311,0.06094830196149182,0.04142951936666659,0.061697937840645964
Llama-3.1-70B,LC20K,8,20131,191778390016.0,0.005506681155968311,0.06094907393059832,0.04143013376666651,0.061698743943085825
Llama-3.1-70B,LC20K,8,20132,191781011456.0,0.005506681155968311,0.06094984589970496,0.0414307481666664,0.061699550045525756
Llama-3.1-70B,LC20K,8,20133,191783632896.0,0.005506681155968311,0.060950617868812014,0.0414313625666666,0.0617003561479662
Llama-3.1-70B,LC20K,8,20134,191786254336.0,0.005506681155968311,0.06095138983791865,0.04143197696666657,0.06170116225040619
Llama-3.1-70B,LC20K,8,20135,191788875776.0,0.005506681155968311,0.06095216180702515,0.04143259136666638,0.0617019683528458
Llama-3.1-70B,LC20K,8,20136,191791497216.0,0.005506681155968311,0.06095293377613179,0.04143320576666638,0.061702774455285804
Llama-3.1-70B,LC20K,8,20137,191794118656.0,0.005506681155968311,0.06095370574523895,0.04143382016666655,0.06170358055772633
Llama-3.1-70B,LC20K,8,20138,191796740096.0,0.005506681155968311,0.060954477714345444,0.04143443456666645,0.06170438666016613
Llama-3.1-70B,LC20K,8,20139,191799361536.0,0.005506681155968311,0.06095524968345209,0.04143504896666636,0.06170519276260612
Llama-3.1-70B,LC20K,8,20140,191801982976.0,0.005506681155968311,0.06095602165255911,0.041435663366666355,0.06170599886504653
Llama-3.1-70B,LC20K,8,20141,191804604416.0,0.005506681155968311,0.060956793621665784,0.04143627776666658,0.06170680496748658
Llama-3.1-70B,LC20K,8,20142,191807225856.0,0.005506681155968311,0.06095756559077228,0.041436892166666545,0.06170761106992643
Llama-3.1-70B,LC20K,8,20143,191809847296.0,0.005506681155968311,0.060958337559878915,0.04143750656666648,0.061708417172366435
Llama-3.1-70B,LC20K,8,20144,191812468736.0,0.005506681155968311,0.06095910952898594,0.041438120966666374,0.06170922327480678
Llama-3.1-70B,LC20K,8,20145,191815090176.0,0.005506681155968311,0.06095988149809258,0.041438735366666556,0.06171002937724677
Llama-3.1-70B,LC20K,8,20146,191817711616.0,0.005506681155968311,0.06096065346745777,0.04143934976666654,0.061710835479686775
Llama-3.1-70B,LC20K,8,20147,191820333056.0,0.005506681155968311,0.06096142543656479,0.04143996416666636,0.061711641582126914
Llama-3.1-70B,LC20K,8,20148,191822954496.0,0.005506681155968311,0.06096219740567144,0.04144057856666633,0.061712447684566914
Llama-3.1-70B,LC20K,8,20149,191825575936.0,0.005506681155968311,0.06096296937477793,0.04144119296666643,0.06171325378700671
Llama-3.1-70B,LC20K,8,20150,191828197376.0,0.005506681155968311,0.0609637413438846,0.041441807366666424,0.061714059889446754
Llama-3.1-70B,LC20K,8,20151,191830818816.0,0.005506681155968311,0.060964513312991624,0.04144242176666634,0.06171486599188714
Llama-3.1-70B,LC20K,8,20152,191833440256.0,0.005506681155968311,0.06096528528209827,0.04144303616666633,0.061715672094327156
Llama-3.1-70B,LC20K,8,20153,191836061696.0,0.005506681155968311,0.06096605725120476,0.04144365056666653,0.061716478196767025
Llama-3.1-70B,LC20K,8,20154,191838683136.0,0.005506681155968311,0.060966829220053385,0.041444264966666707,0.06171728429920755
Llama-3.1-70B,LC20K,8,20155,191841304576.0,0.005506681155968311,0.060967601189160024,0.041444879366666604,0.06171809040164749
Llama-3.1-70B,LC20K,8,20156,191843926016.0,0.005506681155968311,0.060968373158266524,0.04144549376666654,0.061718896504087364
Llama-3.1-70B,LC20K,8,20157,191846547456.0,0.005506681155968311,0.06096914512737316,0.04144610816666651,0.06171970260652735
Llama-3.1-70B,LC20K,8,20158,191849168896.0,0.005506681155968311,0.06096991709648021,0.04144672256666659,0.06172050870896753
Llama-3.1-70B,LC20K,8,20159,191851790336.0,0.005506681155968311,0.06097068906558685,0.041447336966666554,0.06172131481140752
Llama-3.1-70B,LC64K,1,64128,160017235968.0,0.005071203541263829,0.05159662242023571,0.033896903040833516,0.05188506064343322
Llama-3.1-70B,LC64K,1,64129,160017563648.0,0.005071203541263829,0.05159671891637384,0.03389697984083376,0.05188516140623797
Llama-3.1-70B,LC64K,1,64130,160017891328.0,0.005071203541263829,0.05159681541251236,0.03389705664083359,0.05188526216904301
Llama-3.1-70B,LC64K,1,64131,160018219008.0,0.005071203541263829,0.05159691190865046,0.033897133440833595,0.05188536293184793
Llama-3.1-70B,LC64K,1,64132,160018546688.0,0.005071203541263829,0.05159700840478898,0.03389721024083359,0.05188546369465307
Llama-3.1-70B,LC64K,1,64133,160018874368.0,0.005071203541263829,0.0515971049009275,0.033897287040833536,0.05188556445745819
Llama-3.1-70B,LC64K,1,64134,160019202048.0,0.005071203541263829,0.05159720139706559,0.0338973638408337,0.05188566522026304
Llama-3.1-70B,LC64K,1,64135,160019529728.0,0.005071203541263829,0.05159729789320412,0.0338974406408336,0.051885765983068176
Llama-3.1-70B,LC64K,1,64136,160019857408.0,0.005071203541263829,0.05159739438934226,0.033897517440833656,0.05188586674587292
Llama-3.1-70B,LC64K,1,64137,160020185088.0,0.005071203541263829,0.051597490885480775,0.03389759424083364,0.051885967508678264
Llama-3.1-70B,LC64K,1,64138,160020512768.0,0.005071203541263829,0.051597587381618876,0.033897671040833514,0.0518860682714829
Llama-3.1-70B,LC64K,1,64139,160020840448.0,0.005071203541263829,0.0515976838777574,0.03389774784083377,0.05188616903428824
Llama-3.1-70B,LC64K,1,64140,160021168128.0,0.005071203541263829,0.05159778037389565,0.0338978246408337,0.05188626979709312
Llama-3.1-70B,LC64K,1,64141,160021495808.0,0.005071203541263829,0.05159787687003418,0.03389790144083373,0.05188637055989824
Llama-3.1-70B,LC64K,1,64142,160021823488.0,0.005071203541263829,0.05159797336617227,0.03389797824083359,0.051886471322703076
Llama-3.1-70B,LC64K,1,64143,160022151168.0,0.005071203541263829,0.05159806986231084,0.03389805504083358,0.05188657208550826
Llama-3.1-70B,LC64K,1,64144,160022478848.0,0.005071203541263829,0.05159816635844893,0.033898131840833554,0.051886672848312956
Llama-3.1-70B,LC64K,1,64145,160022806528.0,0.005071203541263829,0.051598262854587455,0.03389820864083364,0.051886773611118236
Llama-3.1-70B,LC64K,1,64146,160023134208.0,0.005071203541263829,0.05159835935072555,0.03389828544083366,0.05188687437392293
Llama-3.1-70B,LC64K,1,64147,160023461888.0,0.005071203541263829,0.051598455846864066,0.03389836224083365,0.05188697513672807
Llama-3.1-70B,LC64K,1,64148,160023789568.0,0.005071203541263829,0.05159855234300259,0.03389843904083359,0.051887075899533404
Llama-3.1-70B,LC64K,1,64149,160024117248.0,0.005071203541263829,0.05159864883914069,0.03389851584083352,0.051887176662338046
Llama-3.1-70B,LC64K,1,64150,160024444928.0,0.005071203541263829,0.05159874533527921,0.0338985926408337,0.05188727742514338
Llama-3.1-70B,LC64K,1,64151,160024772608.0,0.005071203541263829,0.051598841831417344,0.03389866944083376,0.05188737818794814
Llama-3.1-70B,LC64K,1,64152,160025100288.0,0.005071203541263829,0.051598938327555875,0.03389874624083366,0.051887478950753275
Llama-3.1-70B,LC64K,1,64153,160025427968.0,0.005071203541263829,0.05159903482369397,0.03389882304083353,0.0518875797135581
Llama-3.1-70B,LC64K,1,64154,160025755648.0,0.005071203541263829,0.05159913131983265,0.03389889984083358,0.051887680476363406
Llama-3.1-70B,LC64K,1,64155,160026083328.0,0.005071203541263829,0.05159922781597074,0.03389897664083373,0.051887781239168096
Llama-3.1-70B,LC64K,1,64156,160026411008.0,0.005071203541263829,0.05159932431210927,0.03389905344083364,0.05188788200197338
Llama-3.1-70B,LC64K,1,64157,160026738688.0,0.005071203541263829,0.051599420808247365,0.0338991302408336,0.05188798276477807
Llama-3.1-70B,LC64K,1,64158,160027066368.0,0.005071203541263829,0.051599517304385924,0.03389920704083359,0.05188808352758326
Llama-3.1-70B,LC64K,1,64159,160027394048.0,0.005071203541263829,0.05159961380052402,0.03389928384083365,0.05188818429038816
Llama-3.1-70B,LC64K,8,64128,307113885696.0,0.00713326694625939,0.09491339871438632,0.06846189056666681,0.09716483300052228
Llama-3.1-70B,LC64K,8,64129,307116507136.0,0.00713326694625939,0.09491417068349356,0.06846250496666649,0.09716563910296308
Llama-3.1-70B,LC64K,8,64130,307119128576.0,0.00713326694625939,0.09491494265260013,0.06846311936666666,0.09716644520540284
Llama-3.1-70B,LC64K,8,64131,307121750016.0,0.00713326694625939,0.09491571462170696,0.06846373376666677,0.09716725130784284
Llama-3.1-70B,LC64K,8,64132,307124371456.0,0.00713326694625939,0.09491648659081352,0.06846434816666684,0.09716805741028296
Llama-3.1-70B,LC64K,8,64133,307126992896.0,0.00713326694625939,0.09491725855966145,0.06846496256666657,0.09716886351272257
Llama-3.1-70B,LC64K,8,64134,307129614336.0,0.00713326694625939,0.094918030528768,0.06846557696666665,0.0971696696151627
Llama-3.1-70B,LC64K,8,64135,307132235776.0,0.00713326694625939,0.09491880249787492,0.06846619136666675,0.09717047571760278
Llama-3.1-70B,LC64K,8,64136,307134857216.0,0.00713326694625939,0.09491957446698214,0.06846680576666674,0.09717128182004342
Llama-3.1-70B,LC64K,8,64137,307137478656.0,0.00713326694625939,0.0949203464360887,0.06846742016666633,0.09717208792248315
Llama-3.1-70B,LC64K,8,64138,307140100096.0,0.00713326694625939,0.09492111840519553,0.06846803456666666,0.09717289402492355
Llama-3.1-70B,LC64K,8,64139,307142721536.0,0.00713326694625939,0.09492189037430211,0.06846864896666666,0.09717370012736326
Llama-3.1-70B,LC64K,8,64140,307145342976.0,0.00713326694625939,0.09492266234340857,0.06846926336666684,0.09717450622980328
Llama-3.1-70B,LC64K,8,64141,307147964416.0,0.00713326694625939,0.09492343431251514,0.068469877766667,0.09717531233224302
Llama-3.1-70B,LC64K,8,64142,307150585856.0,0.00713326694625939,0.09492420628162196,0.06847049216666662,0.09717611843468303
Llama-3.1-70B,LC64K,8,64143,307153207296.0,0.00713326694625939,0.09492497825098782,0.06847110656666686,0.09717692453712393
Llama-3.1-70B,LC64K,8,64144,307155828736.0,0.00713326694625939,0.09492575022009438,0.06847172096666697,0.09717773063956366
Llama-3.1-70B,LC64K,8,64145,307158450176.0,0.00713326694625939,0.09492652218920121,0.068472335366667,0.09717853674200401
Llama-3.1-70B,LC64K,8,64146,307161071616.0,0.00713326694625939,0.09492729415830777,0.06847294976666676,0.09717934284444374
Llama-3.1-70B,LC64K,8,64147,307163693056.0,0.00713326694625939,0.09492806612741424,0.06847356416666658,0.09718014894688361
Llama-3.1-70B,LC64K,8,64148,307166314496.0,0.00713326694625939,0.0949288380965208,0.06847417856666671,0.09718095504932335
Llama-3.1-70B,LC64K,8,64149,307168935936.0,0.00713326694625939,0.09492961006562764,0.06847479296666693,0.09718176115176375
Llama-3.1-70B,LC64K,8,64150,307171557376.0,0.00713326694625939,0.0949303820347342,0.06847540736666649,0.09718256725420345
Llama-3.1-70B,LC64K,8,64151,307174178816.0,0.00713326694625939,0.09493115400384142,0.06847602176666674,0.09718337335664425
Llama-3.1-70B,LC64K,8,64152,307176800256.0,0.00713326694625939,0.09493192597294833,0.06847663616666684,0.09718417945908434
Llama-3.1-70B,LC64K,8,64153,307179421696.0,0.00713326694625939,0.09493269794205489,0.06847725056666684,0.09718498556152408
Llama-3.1-70B,LC64K,8,64154,307182043136.0,0.00713326694625939,0.09493346991116136,0.06847786496666672,0.09718579166396411
Llama-3.1-70B,LC64K,8,64155,307184664576.0,0.00713326694625939,0.09493424188026792,0.06847847936666669,0.09718659776640384
Llama-3.1-70B,LC64K,8,64156,307187286016.0,0.00713326694625939,0.09493501384937478,0.06847909376666683,0.09718740386884422
Llama-3.1-70B,LC64K,8,64157,307189907456.0,0.00713326694625939,0.09493578581848133,0.06847970816666699,0.09718820997128394
Llama-3.1-70B,LC64K,8,64158,307192528896.0,0.00713326694625939,0.09493655778758855,0.06848032256666668,0.09718901607372477
Llama-3.1-70B,LC64K,8,64159,307195150336.0,0.00713326694625939,0.09493732975669511,0.0684809369666666,0.09718982217616431
Llama-3.1-70B,LC126K,1,126128,180333395968.0,0.005352982934252285,0.057579376988527935,0.03865850304083366,0.058132353888618156
Llama-3.1-70B,LC126K,1,126129,180333723648.0,0.005352982934252285,0.0575794734846665,0.03865857984083367,0.058132454651423505
Llama-3.1-70B,LC126K,1,126130,180334051328.0,0.005352982934252285,0.05757956998080459,0.03865865664083354,0.05813255541422818
Llama-3.1-70B,LC126K,1,126131,180334379008.0,0.005352982934252285,0.057579666476943146,0.03865873344083355,0.058132656177033344
Llama-3.1-70B,LC126K,1,126132,180334706688.0,0.005352982934252285,0.057579762973081206,0.038658810240833695,0.05813275693983824
Llama-3.1-70B,LC126K,1,126133,180335034368.0,0.005352982934252285,0.057579859469219764,0.03865888704083342,0.05813285770264333
Llama-3.1-70B,LC126K,1,126134,180335362048.0,0.005352982934252285,0.057579957634842506,0.03865896384083375,0.05813295846544872
Llama-3.1-70B,LC126K,1,126135,180335689728.0,0.005352982934252285,0.057580054130980565,0.03865904064083362,0.05813305922825338
Llama-3.1-70B,LC126K,1,126136,180336017408.0,0.005352982934252285,0.057580150627119124,0.038659117440833626,0.05813315999105854
Llama-3.1-70B,LC126K,1,126137,180336345088.0,0.005352982934252285,0.05758024712325719,0.03865919424083364,0.0581332607538634
Llama-3.1-70B,LC126K,1,126138,180336672768.0,0.005352982934252285,0.05758034361939578,0.0386592710408335,0.05813336151666856
Llama-3.1-70B,LC126K,1,126139,180337000448.0,0.005352982934252285,0.057580440115533836,0.03865934784083372,0.058133462279473205
Llama-3.1-70B,LC126K,1,126140,180337328128.0,0.005352982934252285,0.057580536611672395,0.03865942464083359,0.05813356304227854
Llama-3.1-70B,LC126K,1,126141,180337655808.0,0.005352982934252285,0.0575806331078106,0.03865950144083359,0.058133663805083335
Llama-3.1-70B,LC126K,1,126142,180337983488.0,0.005352982934252285,0.05758072960394916,0.038659578240833624,0.0581337645678885
Llama-3.1-70B,LC126K,1,126143,180338311168.0,0.005352982934252285,0.05758082610008722,0.03865965504083356,0.058133865330693396
Llama-3.1-70B,LC126K,1,126144,180338638848.0,0.005352982934252285,0.05758092259622578,0.038659731840833704,0.05813396609349848
Llama-3.1-70B,LC126K,1,126145,180338966528.0,0.005352982934252285,0.057581019092363864,0.03865980864083361,0.058134066856303415
Llama-3.1-70B,LC126K,1,126146,180339294208.0,0.005352982934252285,0.05758111558850243,0.038659885440833694,0.058134167619108584
Llama-3.1-70B,LC126K,1,126147,180339621888.0,0.005352982934252285,0.05758121041489774,0.038659962240833685,0.058134268381913226
Llama-3.1-70B,LC126K,1,126148,180339949568.0,0.005352982934252285,0.057581306911036294,0.03866003904083355,0.05813436914471856
Llama-3.1-70B,LC126K,1,126149,180340277248.0,0.005352982934252285,0.05758140340717485,0.038660115840833675,0.0581344699075237
Llama-3.1-70B,LC126K,1,126150,180340604928.0,0.005352982934252285,0.05758149990331291,0.0386601926408336,0.05813457067032836
Llama-3.1-70B,LC126K,1,126151,180340932608.0,0.005352982934252285,0.05758159539702661,0.038660269440833665,0.058134671433133694
Llama-3.1-70B,LC126K,1,126152,180341260288.0,0.005352982934252285,0.0575816918931647,0.03866034624083365,0.05813477219593837
Llama-3.1-70B,LC126K,1,126153,180341587968.0,0.005352982934252285,0.05758178838930326,0.038660423040833544,0.05813487295874354
Llama-3.1-70B,LC126K,1,126154,180341915648.0,0.005352982934252285,0.057581884885441324,0.03866049984083364,0.05813497372154844
Llama-3.1-70B,LC126K,1,126155,180342243328.0,0.005352982934252285,0.05758198138158003,0.03866057664083358,0.05813507448435367
Llama-3.1-70B,LC126K,1,126156,180342571008.0,0.005352982934252285,0.05758207787771809,0.03866065344083373,0.05813517524715857
Llama-3.1-70B,LC126K,1,126157,180342898688.0,0.005352982934252285,0.05758217437385665,0.03866073024083375,0.05813527600996374
Llama-3.1-70B,LC126K,1,126158,180343226368.0,0.005352982934252285,0.057582270869994706,0.038660807040833564,0.05813537677276838
Llama-3.1-70B,LC126K,1,126159,180343554048.0,0.005352982934252285,0.057582365696390546,0.038660883840833625,0.05813547753557375
Llama-3.1-70B,LC126K,8,126128,469643165696.0,0.009413084313939099,0.14277879360807638,0.106554690566668,0.14714318444560137
Llama-3.1-70B,LC126K,8,126129,469645787136.0,0.009413084313939099,0.14277956557718313,0.106555304966668,0.14714399054804148
Llama-3.1-70B,LC126K,8,126130,469648408576.0,0.009413084313939099,0.14278033754629055,0.10655591936666842,0.14714479665048208
Llama-3.1-70B,LC126K,8,126131,469651030016.0,0.009413084313939099,0.14278110951539708,0.10655653376666814,0.14714560275292227
Llama-3.1-70B,LC126K,8,126132,469653651456.0,0.009413084313939099,0.14278188148450374,0.1065571481666684,0.14714640885536207
Llama-3.1-70B,LC126K,8,126133,469656272896.0,0.009413084313939099,0.14278265345361027,0.10655776256666843,0.14714721495780195
Llama-3.1-70B,LC126K,8,126134,469658894336.0,0.009413084313939099,0.14278342542271674,0.10655837696666795,0.14714802106024163
Llama-3.1-70B,LC126K,8,126135,469661515776.0,0.009413084313939099,0.14278419739182327,0.10655899136666853,0.14714882716268182
Llama-3.1-70B,LC126K,8,126136,469664137216.0,0.009413084313939099,0.14278496936092994,0.10655960576666805,0.14714963326512173
Llama-3.1-70B,LC126K,8,126137,469666758656.0,0.009413084313939099,0.14278574133003677,0.1065602201666681,0.14715043936756222
Llama-3.1-70B,LC126K,8,126138,469669380096.0,0.009413084313939099,0.14278651329914394,0.10656083456666851,0.14715124547000227
Llama-3.1-70B,LC126K,8,126139,469672001536.0,0.009413084313939099,0.14278728460119128,0.10656144896666778,0.14715205157244216
Llama-3.1-70B,LC126K,8,126140,469674622976.0,0.009413084313939099,0.1427880565702978,0.10656206336666861,0.147152857674882
Llama-3.1-70B,LC126K,8,126141,469677244416.0,0.009413084313939099,0.1427888285394048,0.1065626777666682,0.14715366377732236
Llama-3.1-70B,LC126K,8,126142,469679865856.0,0.009413084313939099,0.14278960479324604,0.10656329216666816,0.14715446987976255
Llama-3.1-70B,LC126K,8,126143,469682487296.0,0.009413084313939099,0.14279037676235273,0.10656390656666817,0.14715527598220235
Llama-3.1-70B,LC126K,8,126144,469685108736.0,0.009413084313939099,0.14279114873145926,0.10656452096666814,0.14715608208464223
Llama-3.1-70B,LC126K,8,126145,469687730176.0,0.009413084313939099,0.14279192070056668,0.10656513536666772,0.14715688818708283
Llama-3.1-70B,LC126K,8,126146,469690351616.0,0.009413084313939099,0.14279269266967343,0.10656574976666855,0.14715769428952324
Llama-3.1-70B,LC126K,8,126147,469692973056.0,0.009413084313939099,0.14279346463877993,0.10656636416666783,0.14715850039196296
Llama-3.1-70B,LC126K,8,126148,469695594496.0,0.009413084313939099,0.14279424155968043,0.10656697856666869,0.1471593064944028
Llama-3.1-70B,LC126K,8,126149,469698215936.0,0.009413084313939099,0.14279501352878693,0.10656759296666828,0.14716011259684253
Llama-3.1-70B,LC126K,8,126150,469700837376.0,0.009413084313939099,0.14279578549789365,0.10656820736666786,0.14716091869928244
Llama-3.1-70B,LC126K,8,126151,469703458816.0,0.009413084313939099,0.1427965581340595,0.10656882176666874,0.14716172480172232
Llama-3.1-70B,LC126K,8,126152,469706080256.0,0.009413084313939099,0.14279733010316692,0.10656943616666796,0.1471625309041629
Llama-3.1-70B,LC126K,8,126153,469708701696.0,0.009413084313939099,0.14279810207227342,0.10657005056666884,0.1471633370066031
Llama-3.1-70B,LC126K,8,126154,469711323136.0,0.009413084313939099,0.14279887404138014,0.10657066496666842,0.14716414310904302
Llama-3.1-70B,LC126K,8,126155,469713944576.0,0.009413084313939099,0.14279964601048717,0.10657127936666823,0.14716494921148343
Llama-3.1-70B,LC126K,8,126156,469716566016.0,0.009413084313939099,0.142800413694859,0.1065718937666684,0.14716575531392315
Llama-3.1-70B,LC126K,8,126157,469719187456.0,0.009413084313939099,0.14280118566396569,0.10657250816666837,0.14716656141636353
Llama-3.1-70B,LC126K,8,126158,469721808896.0,0.009413084313939099,0.14280195763307219,0.10657312256666791,0.14716736751880324
Llama-3.1-70B,LC126K,8,126159,469724430336.0,0.009413084313939099,0.1428027296021796,0.10657373696666878,0.147168173621244
Llama-3.1-405B,LC20K,1,20128,817884323840.0,0.017365575266244743,0.25491936451687314,0.17097213376083514,0.25522310942717413
Llama-3.1-405B,LC20K,1,20129,817884839936.0,0.017365575266244743,0.2549195164982919,0.17097226816083305,0.25522327484859153
Llama-3.1-405B,LC20K,1,20130,817885356032.0,0.017365575266244743,0.2549196684797075,0.1709724025608338,0.2552234402700076
Llama-3.1-405B,LC20K,1,20131,817885872128.0,0.017365575266244743,0.2549198204611272,0.17097253696083453,0.255223605691428
Llama-3.1-405B,LC20K,1,20132,817886388224.0,0.017365575266244743,0.2549199724425427,0.1709726713608343,0.2552237711128422
Llama-3.1-405B,LC20K,1,20133,817886904320.0,0.017365575266244743,0.254920125426645,0.17097280576083335,0.2552239365342616
Llama-3.1-405B,LC20K,1,20134,817887420416.0,0.017365575266244743,0.254920277408064,0.1709729401608345,0.2552241019556813
Llama-3.1-405B,LC20K,1,20135,817887936512.0,0.017365575266244743,0.2549204293894802,0.17097307456083508,0.2552242673770979
Llama-3.1-405B,LC20K,1,20136,817888452608.0,0.017365575266244743,0.2549205786987315,0.170973208960833,0.2552244327985156
Llama-3.1-405B,LC20K,1,20137,817888968704.0,0.017365575266244743,0.2549207306801504,0.17097334336083453,0.25522459821993526
Llama-3.1-405B,LC20K,1,20138,817889484800.0,0.017365575266244743,0.2549208826615668,0.17097347776083324,0.25522476364135194
Llama-3.1-405B,LC20K,1,20139,817890000896.0,0.017365575266244743,0.2549210346429858,0.1709736121608348,0.25522492906277006
Llama-3.1-405B,LC20K,1,20140,817890516992.0,0.017365575266244743,0.2549211866244047,0.17097374656083397,0.25522509448418945
Llama-3.1-405B,LC20K,1,20141,817891033088.0,0.017365575266244743,0.25492133860582017,0.17097388096083446,0.25522525990560524
Llama-3.1-405B,LC20K,1,20142,817891549184.0,0.017365575266244743,0.25492149058723984,0.17097401536083473,0.255225425327024
Llama-3.1-405B,LC20K,1,20143,817892065280.0,0.017365575266244743,0.25492164256865546,0.17097414976083358,0.25522559074844003
Llama-3.1-405B,LC20K,1,20144,817892581376.0,0.017365575266244743,0.25492179455007424,0.17097428416083446,0.2552257561698592
Llama-3.1-405B,LC20K,1,20145,817893097472.0,0.017365575266244743,0.25492194653149325,0.1709744185608329,0.2552259215912772
Llama-3.1-405B,LC20K,1,20146,817893613568.0,0.017365575266244743,0.25492209851290953,0.17097455296083475,0.25522608701269406
Llama-3.1-405B,LC20K,1,20147,817894129664.0,0.017365575266244743,0.25492225049432854,0.1709746873608336,0.25522625243411345
Llama-3.1-405B,LC20K,1,20148,817894645760.0,0.017365575266244743,0.2549224024757473,0.1709748217608342,0.2552264178555313
Llama-3.1-405B,LC20K,1,20149,817895161856.0,0.017365575266244743,0.25492255445716294,0.17097495616083289,0.25522658327694736
Llama-3.1-405B,LC20K,1,20150,817895677952.0,0.017365575266244743,0.2549227064385826,0.17097509056083415,0.2552267486983677
Llama-3.1-405B,LC20K,1,20151,817896194048.0,0.017365575266244743,0.2549228594226815,0.17097522496083417,0.25522691411978193
Llama-3.1-405B,LC20K,1,20152,817896710144.0,0.017365575266244743,0.2549230114041004,0.17097535936083283,0.2552270795412012
Llama-3.1-405B,LC20K,1,20153,817897226240.0,0.017365575266244743,0.2549231623830954,0.1709754937608353,0.2552272449626219
Llama-3.1-405B,LC20K,1,20154,817897742336.0,0.017365575266244743,0.2549233126947682,0.17097562816083325,0.2552274103840361
Llama-3.1-405B,LC20K,1,20155,817898258432.0,0.017365575266244743,0.2549234646761871,0.17097576256083413,0.25522757580545546
Llama-3.1-405B,LC20K,1,20156,817898774528.0,0.017365575266244743,0.2549236166576061,0.17097589696083346,0.2552277412268751
Llama-3.1-405B,LC20K,1,20157,817899290624.0,0.017365575266244743,0.2549237686390222,0.17097603136083403,0.25522790664829165
Llama-3.1-405B,LC20K,1,20158,817899806720.0,0.017365575266244743,0.2549239206204412,0.1709761657608338,0.2552280720697093
Llama-3.1-405B,LC20K,1,20159,817900322816.0,0.017365575266244743,0.2549240726018601,0.17097630016083357,0.25522823749112916
Llama-3.1-405B,LC20K,8,20128,890604027904.0,0.018374209958924748,0.2763330234710186,0.19017903616666784,0.27867459744856005
Llama-3.1-405B,LC20K,8,20129,890608156672.0,0.018374209958924748,0.2763342393223609,0.1901801113666683,0.2786759208199018
Llama-3.1-405B,LC20K,8,20130,890612285440.0,0.018374209958924748,0.27633545517396274,0.19018118656666752,0.27867724419124557
Llama-3.1-405B,LC20K,8,20131,890616414208.0,0.018374209958924748,0.27633667102530796,0.19018226176666786,0.2786785675625902
Llama-3.1-405B,LC20K,8,20132,890620542976.0,0.018374209958924748,0.27633788687665123,0.19018333696666934,0.2786798909339345
Llama-3.1-405B,LC20K,8,20133,890624671744.0,0.018374209958924748,0.27633910272773493,0.19018441216666768,0.27868121430527626
Llama-3.1-405B,LC20K,8,20134,890628800512.0,0.018374209958924748,0.2763403185790782,0.19018548736666926,0.27868253767662
Llama-3.1-405B,LC20K,8,20135,890632929280.0,0.018374209958924748,0.27634153443042103,0.19018656256666788,0.2786838610479619
Llama-3.1-405B,LC20K,8,20136,890637058048.0,0.018374209958924748,0.27634275028176436,0.19018763776666944,0.2786851844193063
Llama-3.1-405B,LC20K,8,20137,890641186816.0,0.018374209958924748,0.27634396613310663,0.19018871296666753,0.278686507790648
Llama-3.1-405B,LC20K,8,20138,890645315584.0,0.018374209958924748,0.27634518198444985,0.19018978816666923,0.2786878311619917
Llama-3.1-405B,LC20K,8,20139,890649444352.0,0.018374209958924748,0.2763463978357932,0.19019086336666732,0.27868915453333454
Llama-3.1-405B,LC20K,8,20140,890653573120.0,0.018374209958924748,0.2763476136871354,0.19019193856666888,0.27869047790467777
Llama-3.1-405B,LC20K,8,20141,890657701888.0,0.018374209958924748,0.27634882953847867,0.19019301376666933,0.27869180127602
Llama-3.1-405B,LC20K,8,20142,890661830656.0,0.018374209958924748,0.2763500453898215,0.19019408896666765,0.27869312464736223
Llama-3.1-405B,LC20K,8,20143,890665959424.0,0.018374209958924748,0.2763512612411648,0.1901951641666692,0.2786944480187067
