model,context,batch,path,E2E_J,conservation,GPU_energy_J,local_memory_energy_J,external_memory_energy_J,decode_array_read_J,decode_array_write_J,decode_read_peripheral_J,decode_row_select_J,decode_column_select_J,decode_write_driver_J,decode_router_J,decode_pipeline_register_J,decode_sram_read_J,decode_sram_write_J,decode_mac_J,decode_reduction_J,decode_interface_J,decode_miv_J,decode_feol_wire_J,decode_gpu_dynamic_J,decode_gpu_static_J,decode_feol_unresolved_J,prefill_array_read_J,prefill_array_write_J,prefill_read_peripheral_J,prefill_row_select_J,prefill_column_select_J,prefill_write_driver_J,prefill_router_J,prefill_pipeline_register_J,prefill_sram_read_J,prefill_sram_write_J,prefill_mac_J,prefill_reduction_J,prefill_interface_J,prefill_miv_J,prefill_feol_wire_J,prefill_gpu_dynamic_J,prefill_gpu_static_J,prefill_feol_unresolved_J
Llama-3.1-70B,LC64K,1,M3D_NMP_UNIFORM,144.38244408711574,PASS,,,,7.5499653797249024,3.1247564799999997e-08,1.63862515023872,1.048576e-05,1.048576e-05,8.388608e-06,14.261893595136,0.53032721055744,7.726259798016001,7.726259798016001,9.828856496128,0.20673724416,0.8375061053439999,0.10019645524242346,14.6039719637372,19.56414262083584,23.265695502962757,9.997961040462375,0.24063192380211199,5.62532606976e-06,0.0522261364736,0.001887693312,0.001887693312,0.0015101546496,0.0,0.0,0.0,0.0,0.0,0.0,0.6603774791679999,0.0032303835993276746,0.22071739133491858,21.23635402820922,4.12518782599168,0.0
Llama-3.1-70B,LC64K,1,M3D_NMP_CPA,129.39316125138296,PASS,,,,7.5499653797249024,3.1247564799999997e-08,1.63862515023872,1.048576e-05,1.048576e-05,8.388608e-06,12.1120057720832,0.53032721055744,4.3354386923520005,4.3354386923520005,9.828856496128,0.15338569728,0.8375061053439999,0.10019645524242346,11.37391649108008,19.56414262083584,21.325225006293078,9.164083178379999,0.24063192380211199,5.62532606976e-06,0.0522261364736,0.001887693312,0.001887693312,0.0015101546496,0.0,0.0,0.0,0.0,0.0,0.0,0.6603774791679999,0.0032303835993276746,0.2207199682720862,21.23635402820922,4.12518782599168,0.0
Llama-3.1-70B,LC64K,8,HBM_GPU,2387.558077212895,PASS,2044.845595373529,115.51847622067814,227.19400561868798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-70B,LC64K,8,M3D_GPU,1418.0297143642529,PASS,,,,14.49167220197294,2.4998051839999997e-07,3.1452354209382403,8.388608e-05,8.388608e-05,6.7108864e-05,0.0,0.0,0.0,0.0,0.0,0.0,39.315778306047996,0.192321801974135,13.129850192542332,918.4165812292813,223.94353649291943,0.0,0.49042880179732473,4.500260855808e-05,0.10644141113344,0.015101546496,0.015101546496,0.0120812371968,0.0,0.0,0.0,0.0,0.0,0.0,1.390923825152,0.006804011295707254,0.4652413717888304,169.89083222567376,33.00150260793344,0.0
Llama-3.1-70B,LC64K,8,M3D_NMP_UNIFORM,895.3416306416198,PASS,,,,14.49167220197294,2.4998051839999997e-07,3.1452354209382403,8.388608e-05,8.388608e-05,6.7108864e-05,64.3042505654272,4.28579821191168,61.778218450944,61.778218450944,78.630851969024,1.65389795328,6.7000488427519995,0.192321801974135,66.2275132669713,156.51314096668673,119.07532301993598,51.17020637883736,0.49042880179732473,4.500260855808e-05,0.10644141113344,0.015101546496,0.015101546496,0.0120812371968,0.0,0.0,0.0,0.0,0.0,0.0,1.390923825152,0.006804011295707254,0.46543579323254636,169.89083222567376,33.00150260793344,0.0
Llama-3.1-70B,LC64K,8,M3D_NMP_CPA,822.9282719275232,PASS,,,,14.49167220197294,2.4998051839999997e-07,3.1452354209382403,8.388608e-05,8.388608e-05,6.7108864e-05,53.3096376041472,4.28579821191168,47.969642741760005,47.969642741760005,78.630851969024,1.086704320512,6.7000488427519995,0.192321801974135,49.05254139651795,156.51314096668673,107.84273210440917,46.3432281205434,0.49042880179732473,4.500260855808e-05,0.10644141113344,0.015101546496,0.015101546496,0.0120812371968,0.0,0.0,0.0,0.0,0.0,0.0,1.390923825152,0.006804011295707254,0.4655761358262572,169.89083222567376,33.00150260793344,0.0
Llama-3.1-70B,LC126K,1,HBM_GPU,943.9151741634832,PASS,779.4825141006792,114.89372587190482,49.5389341908992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-70B,LC126K,1,M3D_GPU,752.1777082246591,PASS,,,,8.508498061452903,3.1247564799999997e-08,1.84666262863872,1.048576e-05,1.048576e-05,8.388608e-06,0.0,0.0,0.0,0.0,0.0,0.0,23.083324801024,0.11291726097452869,7.715350799680345,539.2264673519206,131.47412170275572,0.0,0.270586070106112,5.62532606976e-06,0.058727307673599995,0.001887693312,0.001887693312,0.0015101546496,0.0,0.0,0.0,0.0,0.0,0.0,0.7416421191679999,0.0036279087784559638,0.2479704371737449,32.55805004825975,6.324441169077394,0.0
Llama-3.1-70B,LC126K,1,M3D_NMP_UNIFORM,174.9346286631157,PASS,,,,8.508498061452903,3.1247564799999997e-08,1.84666262863872,1.048576e-05,1.048576e-05,8.388608e-06,15.377641373696001,0.53786236157952,7.792540286976,7.792540286976,15.029793456127999,0.20673724416,1.000035385344,0.11291726097452869,15.81904847074593,23.36082660163584,26.116298766841094,11.222950010615499,0.270586070106112,5.62532606976e-06,0.058727307673599995,0.001887693312,0.001887693312,0.0015101546496,0.0,0.0,0.0,0.0,0.0,0.0,0.7416421191679999,0.0036279087784559638,0.24788128631312173,32.55805004825975,6.324441169077394,0.0
Llama-3.1-70B,LC126K,1,M3D_NMP_CPA,160.1248351322712,PASS,,,,8.508498061452903,3.1247564799999997e-08,1.84666262863872,1.048576e-05,1.048576e-05,8.388608e-06,13.2360515616768,0.53786236157952,4.417277952,4.417277952,15.029793456127999,0.15338569728,1.000035385344,0.11291726097452869,12.402642997225891,23.36082660163584,24.404139759346076,10.487184383070343,0.270586070106112,5.62532606976e-06,0.058727307673599995,0.001887693312,0.001887693312,0.0015101546496,0.0,0.0,0.0,0.0,0.0,0.0,0.7416421191679999,0.0036279087784559638,0.24788389288003942,32.55805004825975,6.324441169077394,0.0
Llama-3.1-70B,LC126K,8,HBM_GPU,4140.668461553141,PASS,3570.545011137775,115.51847622067814,454.60497419468805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-70B,LC126K,8,M3D_GPU,2168.876240777456,PASS,,,,22.15993365579694,2.4998051839999997e-07,4.80953524813824,8.388608e-05,8.388608e-05,6.7108864e-05,0.0,0.0,0.0,0.0,0.0,0.0,60.119526146047995,0.2940881649624552,20.084185612697304,1404.3921307716814,342.2922510085617,0.0,0.7300619722293247,4.500260855808e-05,0.15845078073344,0.015101546496,0.015101546496,0.0120812371968,0.0,0.0,0.0,0.0,0.0,0.0,2.041040945152,0.009984210139092262,0.6825580588173582,260.464400386078,50.59552935261915,0.0
Llama-3.1-70B,LC126K,8,M3D_NMP_UNIFORM,1139.493248995164,PASS,,,,22.15993365579694,2.4998051839999997e-07,4.80953524813824,8.388608e-05,8.388608e-05,6.7108864e-05,73.144749522944,4.27114499145728,62.2920794112,62.2920794112,120.23834764902399,1.65389795328,8.000283082752,0.2940881649624552,75.82172083764141,186.8866128130867,141.9177986668206,60.98629726493101,0.7300619722293247,4.500260855808e-05,0.15845078073344,0.015101546496,0.015101546496,0.0120812371968,0.0,0.0,0.0,0.0,0.0,0.0,2.041040945152,0.009984210139092262,0.6826482111767282,260.464400386078,50.59552935261915,0.0
Llama-3.1-70B,LC126K,8,M3D_NMP_CPA,1069.2844999977008,PASS,,,,22.15993365579694,2.4998051839999997e-07,4.80953524813824,8.388608e-05,8.388608e-05,6.7108864e-05,64.101561663488,4.27114499145728,48.305115758592,48.305115758592,120.23834764902399,1.406480154624,8.000283082752,0.2940881649624552,58.325530969941525,186.8866128130867,131.11288588523226,56.34310501554576,0.7300619722293247,4.500260855808e-05,0.15845078073344,0.015101546496,0.015101546496,0.0120812371968,0.0,0.0,0.0,0.0,0.0,0.0,2.041040945152,0.009984210139092262,0.6827270757146945,260.464400386078,50.59552935261915,0.0
Llama-3.1-405B,LC20K,1,HBM_GPU,7517.067831339848,PASS,6460.347138920611,115.09013715380432,941.6305552654335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama-3.1-405B,LC20K,1,M3D_GPU,3310.217876312769,PASS,,,,38.588789778651545,4.921491456e-08,8.37521210605568,1.6515072e-05,1.6515072e-05,1.32120576e-05,0.0,0.0,0.0,0.0,0.0,0.0,104.690217385984,0.5121157345157944,34.9812788994957,2445.563478136586,584.8529976319292,0.0,1.219919567781888,1.6733835356159998e-05,0.2647682187264,0.005615380992,0.005615380992,0.0044923047936,0.0,0.0,0.0,0.0,0.0,0.0,3.3320642580479998,0.016299541388025477,1.1135146840239536,67.50062732114246,19.190806956410707,0.0
Llama-3.1-405B,LC20K,1,M3D_NMP_UNIFORM,526.3657038168368,PASS,,,,38.588789778651545,4.921491456e-08,8.37521210605568,1.6515072e-05,1.6515072e-05,1.32120576e-05,65.0741219328,2.00206008188928,31.481611444224,31.481611444224,31.162607075328,0.651222319104,2.231562010624,0.5121157345157944,66.01939419165605,52.12928856817664,73.46868398303087,31.571677711626787,1.219919567781888,1.6733835356159998e-05,0.2647682187264,0.005615380992,0.005615380992,0.0044923047936,0.0,0.0,0.0,0.0,0.0,0.0,3.3320642580479998,0.016299541388025477,1.113418888878968,67.50062732114246,18.152861546935018,0.0
Llama-3.1-405B,LC20K,1,M3D_NMP_CPA,449.25708929093867,PASS,,,,38.588789778651545,4.921491456e-08,8.37521210605568,1.6515072e-05,1.6515072e-05,1.32120576e-05,53.0877540466688,2.00206008188928,14.096909230080001,14.096909230080001,31.162607075328,0.227077521408,2.231562010624,0.5121157345157944,49.4659559471763,52.12928856817664,64.11357501454731,27.55150926300817,1.219919567781888,1.6733835356159998e-05,0.2647682187264,0.005615380992,0.005615380992,0.0044923047936,0.0,0.0,0.0,0.0,0.0,0.0,3.3320642580479998,0.016299541388025477,1.1134371366778864,67.50062732114246,18.152861546935018,0.0
Llama-3.1-405B,LC20K,8,HBM_GPU,8739.929661160673,PASS,7578.9835797204205,117.08976647587426,1043.8563149643776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
