model,context_label,H,P,G,B,path,E2E_time_s,total_average_power_W,GPU_power_W,memory_power_W,NMP_power_W,mapped_package_power_W,excluded_external_power_W,thermal_operator_reused,thermal_convention,physical_signature,Tmax_C,hotspot_component,hotspot_x,hotspot_y,hotspot_z,hotspot_die,thermal_solve_s,iterations,relative_residual,max_temperature_update_K,thermal_status,power_columns,thermal_boundary,hotspot_coordinate_units
Llama-3.1-70B,LC126K,126000,512,512,1,HBM_GPU,44.215140340797646,316.6879566460917,272.2980182795776,26.839622735231032,0.0,299.1376410148078,17.550315631283098,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,d5c3af03d38021a6c43869ae442195160499a566aa85d7001aedea0df3252a51,64.82040477683671,gpu/FEOL,-0.011766,-0.0009958333333333338,0.00037179,,0.9589100000448525,880,0.00011151163366891326,0.00934205441908032,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + local HBM; external Grace and off-package link energy excluded; no separate GPU-side C2C mapper,m
Llama-3.1-70B,LC126K,126000,512,512,1,M3D_GPU,27.56362272822024,416.1244842346278,392.09224766949603,24.032236565131754,0.0,416.1244842346099,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,85.09993961459821,gpu/FEOL,0.01595,0.002250000000000001,0.00037179,,7.825534200004768,2290,0.0005737983137639338,0.008158571160633055,THERMAL_CLOSURE_REQUIRED,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-70B,LC126K,126000,512,512,1,M3D_NMP_UNIFORM,5.999250737595014,385.93767911342775,158.1361111058656,227.80156800756205,165.54597499575598,385.9376791134197,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,69.62318501995503,gpu/FEOL,0.011095348000000001,-0.0007500000000000007,0.00037179,,7.565350599994417,2210,0.0005184863712218455,0.008790133321768943,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-70B,LC126K,126000,512,512,1,M3D_NMP_CPA,5.626717343273258,369.7497601311251,163.70659015130258,206.04316997982232,141.77117437752935,369.7497601311168,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,67.96818681251517,gpu/FEOL,0.010595348000000001,-0.0012500000000000011,0.00037179,,7.387325999967288,2160,0.0006076911195256269,0.009835143705300805,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-70B,LC126K,126000,512,512,8,HBM_GPU,404.95558272442145,152.7482366777768,132.25696678350047,2.9236239160183883,0.0,135.1805906995185,17.567645978257914,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,d5c3af03d38021a6c43869ae442195160499a566aa85d7001aedea0df3252a51,40.366646976980576,gpu/FEOL,0.011269999999999999,-0.00124375,0.00037179,,0.9116139000398107,870,5.410759512437037e-05,0.009396806970134241,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + local HBM; external Grace and off-package link energy excluded; no separate GPU-side C2C mapper,m
Llama-3.1-70B,LC126K,126000,512,512,8,M3D_GPU,73.80107759037818,417.1059040099764,393.663136390917,23.442767619059534,0.0,417.10590400995846,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,85.28891184615475,gpu/FEOL,0.01595,0.002250000000000001,0.00037179,,7.757251099974383,2290,0.0005764026183209249,0.008168396204422088,THERMAL_CLOSURE_REQUIRED,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-70B,LC126K,126000,512,512,8,M3D_NMP_UNIFORM,33.48841708720408,432.0794163075895,194.57987101530856,237.4995452922812,189.24524557981638,432.0794163075799,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,76.12232834973827,gpu/FEOL,0.011095348000000001,0.0007500000000000007,0.00037179,,7.482347700046375,2210,0.0005922598588055271,0.008936826203779866,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-70B,LC126K,126000,512,512,8,M3D_NMP_CPA,31.192416670922963,428.71299465286137,203.4554716770664,225.25752297579498,175.7920586770116,428.7129946528512,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,76.06266667997005,gpu/FEOL,0.01595,-0.0002500000000000002,0.00037179,,7.491742999991402,2210,0.0005949991511531057,0.009239835701598972,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC20K,20000,512,256,1,HBM_GPU,415.6521483854927,140.81911575495215,121.73479123624989,1.4315085187022658,0.0,123.16629975495184,17.652815999999998,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,d5c3af03d38021a6c43869ae442195160499a566aa85d7001aedea0df3252a51,38.572348342293594,gpu/FEOL,0.011269999999999999,-0.00124375,0.00037179,,0.916998100001365,870,4.9148940618956474e-05,0.009460064907692828,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + local HBM; external Grace and off-package link energy excluded; no separate GPU-side C2C mapper,m
Llama-3.1-405B,LC20K,20000,512,256,1,M3D_GPU,62.388146607519566,416.13229434629613,392.02625352696157,24.106040819334574,0.0,416.1322943462781,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,85.09725849673822,gpu/FEOL,0.01595,0.002250000000000001,0.00037179,,7.674041999969631,2290,0.0005736793343638798,0.008159776999718388,THERMAL_CLOSURE_REQUIRED,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC20K,20000,512,256,1,M3D_NMP_UNIFORM,8.656273713873606,440.0791806702008,153.50732103078363,286.5718596394171,209.6140869989183,440.07918067019284,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,75.69486295536774,gpu/FEOL,0.011195348,-0.0002500000000000002,0.00037179,,7.6047206000075676,2230,0.0005341231842379721,0.006723926601831011,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC20K,20000,512,256,1,M3D_NMP_CPA,7.652563028996982,418.1988853258952,163.93550663894231,254.26337868695313,171.3827105978686,418.19888532588686,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,73.51914414491853,gpu/FEOL,0.011095348000000001,0.0007500000000000007,0.00037179,,7.515682400029618,2210,0.0005549122518640203,0.009943293984185118,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC20K,20000,512,256,8,HBM_GPU,466.26854409995445,143.22480076876445,124.43839026782311,1.2805403305027363,0.0,125.7189305983255,17.505870170438588,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,d5c3af03d38021a6c43869ae442195160499a566aa85d7001aedea0df3252a51,38.959578536755714,gpu/FEOL,-0.01127,-0.00124375,0.00037179,,0.9191886999760754,870,5.0132005069701895e-05,0.009782191271951443,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + local HBM; external Grace and off-package link energy excluded; no separate GPU-side C2C mapper,m
Llama-3.1-405B,LC20K,20000,512,256,8,M3D_GPU,72.97893739344534,418.78425240243894,396.2551004015504,22.529152000888484,0.0,418.7842524024207,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,85.60691297812855,gpu/FEOL,0.01595,-0.002250000000000001,0.00037179,,7.7500665000407025,2290,0.0005808100047286753,0.008181727668811714,THERMAL_CLOSURE_REQUIRED,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC20K,20000,512,256,8,M3D_NMP_UNIFORM,42.26748890406962,479.91416195622025,204.26316934252836,275.65099261369187,232.92269954106033,479.9141619562097,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,81.9273776051017,gpu/FEOL,0.011195348,-0.0002500000000000002,0.00037179,,7.411697000032291,2230,0.0006101190842210983,0.008714262246649033,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC20K,20000,512,256,8,M3D_NMP_CPA,37.51027137709684,478.27870773345677,220.7837171702274,257.494990563229,213.38071907960304,478.27870773344546,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,82.26527766016073,gpu/FEOL,0.01595,-0.0017500000000000007,0.00037179,,7.712130400002934,2320,0.0005542437805725508,0.009237163379030917,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC64K,64000,512,512,1,HBM_GPU,857.7486725023587,140.37248322865517,121.33611340422871,1.383553824426456,0.0,122.71966722865483,17.652815999999998,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,d5c3af03d38021a6c43869ae442195160499a566aa85d7001aedea0df3252a51,38.505548747520834,gpu/FEOL,0.011269999999999999,-0.00124375,0.00037179,,0.9341828000033274,870,4.896275885230754e-05,0.009456098676852289,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + local HBM; external Grace and off-package link energy excluded; no separate GPU-side C2C mapper,m
Llama-3.1-405B,LC64K,64000,512,512,1,M3D_GPU,127.76593925957364,415.9345566440046,391.7880479664372,24.146508677567464,0.0,415.93455664398675,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,85.06343901877932,gpu/FEOL,0.01595,0.002250000000000001,0.00037179,,7.702010499953758,2290,0.0005733070145347748,0.008156479691886384,THERMAL_CLOSURE_REQUIRED,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC64K,64000,512,512,1,M3D_NMP_UNIFORM,17.967393027757428,441.16848252847774,148.7725944641355,292.3958880643423,214.96683669709157,441.1684825284699,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,75.66426979688083,gpu/FEOL,0.011195348,-0.0002500000000000002,0.00037179,,7.564114000007976,2230,0.00053160969676023,0.006697385372161076,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC64K,64000,512,512,1,M3D_NMP_CPA,16.529585508992973,415.09267369486344,155.27660501295227,259.81606868191125,178.41802613056464,415.0926736948554,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,72.89092907518057,gpu/FEOL,0.010595348000000001,0.0012500000000000011,0.00037179,,7.395691099984106,2180,0.000600969749818262,0.009953703717133885,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC64K,64000,512,512,8,HBM_GPU,1153.039859621644,139.7728046361078,121.17831749684584,1.0269618861289018,0.0,122.2052793829744,17.567525253133045,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,d5c3af03d38021a6c43869ae442195160499a566aa85d7001aedea0df3252a51,38.4324808244632,gpu/FEOL,0.011269999999999999,0.00124375,0.00037179,,0.9209054000093602,870,4.86843246637551e-05,0.009650776472863831,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + local HBM; external Grace and off-package link energy excluded; no separate GPU-side C2C mapper,m
Llama-3.1-405B,LC64K,64000,512,512,8,M3D_GPU,169.87504314316664,417.458801676789,394.22644160803964,23.232360068749344,0.0,417.4588016767709,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,85.35677865607363,gpu/FEOL,0.01595,-0.002250000000000001,0.00037179,,8.077419999986887,2290,0.0005773492653057112,0.008171325007858398,THERMAL_CLOSURE_REQUIRED,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC64K,64000,512,512,8,M3D_NMP_UNIFORM,89.77650370843607,480.03599571547903,193.71672203278277,286.31927368269595,240.38965082620152,480.03599571546897,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,81.62205681711868,gpu/FEOL,0.011195348,0.0002500000000000002,0.00037179,,7.414522500010207,2230,0.000605445947808621,0.007717347001740894,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC64K,64000,512,512,8,M3D_NMP_CPA,83.60457517497935,469.4217940271107,202.55455239194194,266.8672416351682,219.8945318585847,469.4217940271001,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,80.68933706900134,gpu/FEOL,0.011095348000000001,-0.0007500000000000007,0.00037179,,7.3568087999592535,2210,0.0006379894705911023,0.009977951755754322,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC126K,126000,512,512,1,HBM_GPU,897.175461607417,140.0967470936762,121.12117817964628,1.322752914029925,0.0,122.44393109367586,17.652815999999998,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,d5c3af03d38021a6c43869ae442195160499a566aa85d7001aedea0df3252a51,38.46470900619545,gpu/FEOL,0.011269999999999999,0.00124375,0.00037179,,0.9165038000210188,870,4.8841641180999146e-05,0.009475314125540441,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + local HBM; external Grace and off-package link energy excluded; no separate GPU-side C2C mapper,m
Llama-3.1-405B,LC126K,126000,512,512,1,M3D_GPU,132.96490485009622,416.0334142835811,391.9482949464833,24.085119337097755,0.0,416.03341428356316,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,85.08240406789321,gpu/FEOL,0.01595,-0.002250000000000001,0.00037179,,7.6078901999862865,2290,0.0005735536027681329,0.008157374687425785,THERMAL_CLOSURE_REQUIRED,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC126K,126000,512,512,1,M3D_NMP_UNIFORM,20.40794963843602,434.96466738937454,156.1971273276698,278.76754006170495,205.29793815158052,434.96466738936647,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,75.19222183891497,gpu/FEOL,0.011195348,-0.0002500000000000002,0.00037179,,7.414755799982231,2230,0.0005319617795938814,0.006693094314962569,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC126K,126000,512,512,1,M3D_NMP_CPA,19.033511529933985,410.2322139696,162.13270385178453,248.09951011781564,171.62088382698917,410.2322139695917,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,72.54122717911463,gpu/FEOL,0.011095348000000001,0.0007500000000000007,0.00037179,,7.350579999969341,2210,0.0005455363596160234,0.009684063597889089,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC126K,126000,512,512,8,HBM_GPU,1470.8350694359824,138.44939274973834,120.08694258087813,0.8050719034547649,0.0,120.89201448433256,17.557378265405433,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,d5c3af03d38021a6c43869ae442195160499a566aa85d7001aedea0df3252a51,38.23710275448542,gpu/FEOL,-0.01127,-0.00124375,0.00037179,,0.9367739000008442,870,4.811192434433031e-05,0.009668510789152887,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + local HBM; external Grace and off-package link energy excluded; no separate GPU-side C2C mapper,m
Llama-3.1-405B,LC126K,126000,512,512,8,M3D_GPU,211.46676786734741,417.65621759536543,394.55292694292376,23.103290652441693,0.0,417.65621759534736,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,85.3954061294512,gpu/FEOL,0.01595,-0.002250000000000001,0.00037179,,7.734597900009248,2290,0.0005779106196394931,0.00817268447894386,THERMAL_CLOSURE_REQUIRED,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC126K,126000,512,512,8,M3D_NMP_UNIFORM,108.88965792527088,462.9955923480147,197.24217868906675,265.7534136589477,220.0564476786401,462.9955923480045,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,79.69615701816303,gpu/FEOL,0.011095348000000001,0.0007500000000000007,0.00037179,,7.36759360000724,2210,0.0006217794190641141,0.0099402516196014,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
Llama-3.1-405B,LC126K,126000,512,512,8,M3D_NMP_CPA,102.8030077454629,455.2092318001494,204.53896937183583,250.67026242831332,204.15048756460544,455.209231800139,0.0,True,USER_SPECIFIED_DIE_RESOLVED_BEOL_UNIFORM__E2E_EQUIVALENT_STEADY_STATE,2fcecd86ccbe1599b61790bab556d55d334ecb78086df9888d84bc638a674dcd,79.05456459013652,gpu/FEOL,0.011095348000000001,-0.0007500000000000007,0.00037179,,7.392782300012186,2210,0.0006195670464564227,0.009340272408651075,THERMAL_FEASIBLE,"memory_power_W includes all memory-die components; NMP_power_W is a subset, not additive",GPU + 318 memory slabs,m
