layer,operator,endpoint_latency_s,core_resource,ARRAY,LOCAL_FABRIC,MAC,INTER_REGION_NOC,EXTERNAL_BOUNDARY,GPU_COMPUTE,source
21,K,1.2827443240266399e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.6245376237706095e-06,2.048e-06,2.059e-06,6.14390561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
21,V,1.0768443240266399e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.6245376237706095e-06,2.048e-06,0.0,6.14390561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
21,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.208e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
21,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
21,O,1.2953711389306322e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.797805772810532e-06,6.144e-06,0.0,6.15590561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
21,FFN_GATE,1.6460007058823532e-05,MAC,7.687257939651754e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
21,FFN_UP,1.646100705882353e-05,MAC,5.123431773248403e-06,7.317605117830132e-06,8.192e-06,2.0720000000000002e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
21,FFN_DOWN,5.24177666344475e-05,LOCAL_FABRIC,8.969216132881727e-06,2.3758002323700326e-05,2.1504e-05,7.18e-06,2.1479764310747178e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
22,Q,1.3332250596777816e-05,ARRAY,5.123431773248403e-06,5.002975316577519e-06,4.096e-06,2.06e-06,6.148818823529412e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
22,K,1.0760958707572221e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.616323663552532e-06,2.048e-06,0.0,6.14463504401969e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
22,V,1.0770489085841742e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.625854041822053e-06,2.048e-06,0.0,6.14463504401969e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
22,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.112e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
22,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
22,O,1.4355019659404307e-05,MAC,5.124624758828404e-06,5.38458795240438e-06,6.144e-06,2.059e-06,6.152019659404306e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
22,FFN_GATE,1.6460007058823532e-05,MAC,5.123431773248403e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
22,FFN_UP,1.6460007058823532e-05,MAC,5.123431773248403e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
22,FFN_DOWN,5.016077572249753e-05,MAC,1.7938432265763453e-05,1.9272523561329573e-05,2.1504e-05,7.18e-06,2.147677572249753e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
23,Q,1.295806026820304e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.802154780985272e-06,6.144e-06,0.0,6.155905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
23,K,1.0767236604081566e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.623331116863798e-06,2.048e-06,0.0,6.143905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
23,V,1.2830990501379019e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.626355457359328e-06,2.048e-06,2.06e-06,6.14463504401969e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
23,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.112e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
23,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
23,O,1.4356019659404305e-05,MAC,5.124624758828404e-06,5.387725316577519e-06,6.144e-06,2.06e-06,6.152019659404306e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
23,FFN_GATE,1.6460007058823532e-05,MAC,5.124013229362305e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
23,FFN_UP,1.6449007058823528e-05,MAC,5.123431773248403e-06,7.315154780985272e-06,8.192e-06,2.06e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
23,FFN_DOWN,5.018131418403599e-05,MAC,1.7934046302768065e-05,1.4795866408944543e-05,2.1504e-05,7.2029999999999995e-06,2.1474314184035994e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
24,Q,1.3338951769214136e-05,LOCAL_FABRIC,5.123431773248403e-06,5.129727177938322e-06,4.096e-06,2.06e-06,6.149224591275814e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
24,K,1.0762867016693815e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.618961529476048e-06,2.048e-06,0.0,6.143905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
24,V,1.0760229150770298e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.616323663552532e-06,2.048e-06,0.0,6.143905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
24,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.112e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
24,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
24,O,1.2953907810918096e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.7980023237003286e-06,6.144e-06,0.0,6.155905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
24,FFN_GATE,1.646100705882353e-05,MAC,5.125266361646701e-06,7.315154780985272e-06,8.192e-06,2.0720000000000002e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
24,FFN_UP,1.6460007058823532e-05,MAC,7.687899542470052e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
24,FFN_DOWN,4.523954253812886e-05,LOCAL_FABRIC,8.969216132881727e-06,2.3759778098103663e-05,2.1504e-05,0.0,2.1479764440025202e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
25,Q,1.4379916898968123e-05,MAC,5.125266361646701e-06,5.515975393144717e-06,6.144e-06,2.0830000000000002e-06,6.1529168989681215e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
25,K,1.0770155221873808e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.625853707521072e-06,2.048e-06,0.0,6.144301514352737e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
25,V,1.0767632393841775e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.623330879489039e-06,2.048e-06,0.0,6.144301514352737e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
25,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.176e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
25,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
25,O,1.3332250596777816e-05,ARRAY,5.123431773248403e-06,4.9995235613295724e-06,4.096e-06,2.06e-06,6.148818823529412e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
25,FFN_GATE,1.6449007058823528e-05,MAC,5.123431773248403e-06,7.315154780985272e-06,8.192e-06,2.06e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
25,FFN_UP,1.6460007058823532e-05,MAC,7.687899542470052e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
25,FFN_DOWN,4.658646324724024e-05,ARRAY,1.7934046302768065e-05,1.792972732536e-05,1.4336e-05,7.179e-06,2.147341694447218e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
26,Q,1.5034988695834247e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.796083079338456e-06,6.144e-06,2.0830000000000002e-06,6.15590561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
26,K,1.0770656945806941e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.626355431454205e-06,2.048e-06,0.0,6.144301514352737e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
26,V,1.076326305704152e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.618961542688784e-06,2.048e-06,0.0,6.144301514352737e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
26,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.176e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
26,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
26,O,1.2955331887529971e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.799953450100311e-06,6.144e-06,0.0,6.15537843742966e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
26,FFN_GATE,1.6460007058823532e-05,MAC,7.686646410185655e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
26,FFN_UP,1.6460007058823532e-05,MAC,5.123431773248403e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
26,FFN_DOWN,5.016110925216448e-05,MAC,1.7938432265763453e-05,1.927597531657752e-05,2.1504e-05,7.18e-06,2.1477109252164486e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
27,Q,1.3331250596777814e-05,ARRAY,5.123431773248403e-06,4.999523685740173e-06,4.096e-06,2.059e-06,6.148818823529412e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
27,K,1.0761820187901971e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.617914571406181e-06,2.048e-06,0.0,6.14390561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
27,V,1.0769621734545701e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.62571611804991e-06,2.048e-06,0.0,6.14390561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
27,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.208e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
27,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
27,O,1.4377572283162456e-05,MAC,5.124013229362305e-06,4.2363088144407786e-06,6.144e-06,2.0830000000000002e-06,6.150572283162457e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
27,FFN_GATE,1.6449007058823528e-05,MAC,5.123431773248403e-06,7.315154780985272e-06,8.192e-06,2.06e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
27,FFN_UP,1.6460007058823532e-05,MAC,5.123431773248403e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
27,FFN_DOWN,5.24177666344475e-05,LOCAL_FABRIC,8.969216132881727e-06,2.3758002323700326e-05,2.1504e-05,7.18e-06,2.1479764310747178e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
28,Q,1.2957866748081885e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.802154780985272e-06,6.144e-06,0.0,6.1557119670966135e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
28,K,1.076511339501302e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.6204783509933304e-06,2.048e-06,0.0,6.14463504401969e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
28,V,1.1667422255557173e-05,LOCAL_FABRIC,2.5626331808233507e-06,3.465849972394717e-06,2.048e-06,2.059e-06,6.1425722831624565e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
28,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.208e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
28,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
28,O,1.4353572283162458e-05,MAC,5.124013229362305e-06,4.2349731894245974e-06,6.144e-06,2.059e-06,6.150572283162457e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
28,FFN_GATE,1.6460007058823532e-05,MAC,7.687257939651754e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
28,FFN_UP,1.646100705882353e-05,MAC,2.5626331808233507e-06,6.153773685740173e-06,8.192e-06,2.0720000000000002e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
28,FFN_DOWN,4.658510885044992e-05,ARRAY,1.793201120636941e-05,1.7931225316577518e-05,1.4336e-05,7.18e-06,2.147309764408051e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
29,Q,1.4354572153884433e-05,MAC,5.124013229362305e-06,4.2380049667344186e-06,6.144e-06,2.06e-06,6.150572153884433e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
29,K,1.0770990501379018e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.626355457359328e-06,2.048e-06,0.0,6.14463504401969e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
29,V,1.0763596573495738e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.618961529476048e-06,2.048e-06,0.0,6.14463504401969e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
29,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.112e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
29,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
29,O,1.2955665703528886e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.799953736432272e-06,6.144e-06,0.0,6.1557119670966135e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
29,FFN_GATE,1.6460007058823532e-05,MAC,5.125266361646701e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
29,FFN_UP,1.6460007058823532e-05,MAC,5.124624758828404e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
29,FFN_DOWN,4.5239190711059377e-05,LOCAL_FABRIC,8.969216132881727e-06,2.375995345010031e-05,2.1504e-05,0.0,2.147923726095907e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
30,Q,1.4355905487217766e-05,MAC,5.124624758828404e-06,5.387725316577519e-06,6.144e-06,2.06e-06,6.151905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
30,K,1.0769759529039819e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.625854041822053e-06,2.048e-06,0.0,6.143905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
30,V,1.0764383838211097e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.6204783509933304e-06,2.048e-06,0.0,6.143905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
30,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.112e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
30,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
30,O,1.3332250596777816e-05,ARRAY,5.123431773248403e-06,4.999523685740173e-06,4.096e-06,2.06e-06,6.148818823529412e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
30,FFN_GATE,1.646100705882353e-05,MAC,5.123431773248403e-06,7.317605117830132e-06,8.192e-06,2.0720000000000002e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
30,FFN_UP,1.6460007058823532e-05,MAC,7.687899542470052e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
30,FFN_DOWN,4.6607688853428234e-05,ARRAY,1.793201120636941e-05,1.7483405469183872e-05,1.4336e-05,7.2029999999999995e-06,2.147267764705882e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
31,Q,1.2957532905484353e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.802154468054693e-06,6.144e-06,0.0,6.15537843742966e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
31,K,1.2830260944577096e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.626355457359328e-06,2.048e-06,2.06e-06,6.143905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
31,V,1.0770260944577095e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.626355457359328e-06,2.048e-06,0.0,6.143905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
31,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.112e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
31,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
31,O,1.295806026820304e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.802154780985272e-06,6.144e-06,0.0,6.155905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
31,FFN_GATE,1.6460007058823532e-05,MAC,5.123431773248403e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
31,FFN_UP,1.6449007058823528e-05,MAC,5.123431773248403e-06,7.315154780985272e-06,8.192e-06,2.06e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
31,FFN_DOWN,5.01587644400252e-05,MAC,1.793618665589941e-05,1.8826852728695e-05,2.1504e-05,7.179e-06,2.14757644400252e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
32,LM_HEAD,4.566810117647059e-05,MAC,1.5371081043028495e-05,2.2060355457359326e-05,3.6864e-05,2.071e-06,6.733101176470589e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
