layer,operator,endpoint_latency_s,core_resource,ARRAY,LOCAL_FABRIC,MAC,INTER_REGION_NOC,EXTERNAL_BOUNDARY,GPU_COMPUTE,source
0,Q,1.5012711389306324e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.797805772810532e-06,6.144e-06,2.059e-06,6.15590561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
0,K,1.0769621734545701e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.62571611804991e-06,2.048e-06,0.0,6.14390561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
0,V,1.169269103880098e-05,LOCAL_FABRIC,2.5626331808233507e-06,3.466620293679012e-06,2.048e-06,2.0830000000000002e-06,6.143070745121967e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
0,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.176e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
0,ATTENTION_AV,3.3563764705882354e-05,MAC,8.805951621098245e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
0,O,1.4377455360506583e-05,MAC,5.124013229362305e-06,4.235866408944544e-06,6.144e-06,2.0830000000000002e-06,6.150455360506583e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
0,FFN_GATE,1.6460007058823532e-05,MAC,7.687899542470052e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
0,FFN_UP,1.6460007058823532e-05,MAC,5.123431773248403e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
0,FFN_DOWN,4.658468885342823e-05,ARRAY,1.793201120636941e-05,1.747952368574017e-05,1.4336e-05,7.18e-06,2.147267764705882e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
1,Q,1.4356250428635077e-05,MAC,5.125266361646701e-06,5.514135379346668e-06,6.144e-06,2.059e-06,6.153250428635075e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
1,K,1.0768443240266399e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.6245376237706095e-06,2.048e-06,0.0,6.14390561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
1,V,1.0761820187901971e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.617914571406181e-06,2.048e-06,0.0,6.14390561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
1,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.208e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
1,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
1,O,1.2955683714599455e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.799778098103665e-06,6.144e-06,0.0,6.15590561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
1,FFN_GATE,1.6460007058823532e-05,MAC,7.687899542470052e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
1,FFN_UP,1.6460007058823532e-05,MAC,5.125266361646701e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
1,FFN_DOWN,4.5241919091732445e-05,LOCAL_FABRIC,8.969216132881727e-06,2.376215478098527e-05,2.1504e-05,0.0,2.1479764310747178e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
2,Q,1.4354788890173535e-05,MAC,5.124013229362305e-06,4.235866330136682e-06,6.144e-06,2.06e-06,6.1507888901735365e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
2,K,1.0770489085841742e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.625854041822053e-06,2.048e-06,0.0,6.14463504401969e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
2,V,1.0770489085841742e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.625854041822053e-06,2.048e-06,0.0,6.14463504401969e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
2,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.112e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
2,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
2,O,1.3338285446302771e-05,LOCAL_FABRIC,5.123431773248403e-06,5.1297273253600035e-06,4.096e-06,2.059e-06,6.149558120942767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
2,FFN_GATE,1.6460007058823532e-05,MAC,5.123431773248403e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
2,FFN_UP,1.6460007058823532e-05,MAC,5.124624758828404e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
2,FFN_DOWN,5.0158314184035996e-05,MAC,1.7934046302768065e-05,1.4798004781314712e-05,2.1504e-05,7.18e-06,2.1474314184035994e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
3,Q,1.295585922365004e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.799953736432272e-06,6.144e-06,0.0,6.155905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
3,K,1.0764806686381503e-05,ARRAY,2.5626331808233507e-06,2.318831116863798e-06,2.048e-06,2.06e-06,6.1421735055581525e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
3,V,1.0770990501379018e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.626355457359328e-06,2.048e-06,0.0,6.14463504401969e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
3,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.112e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
3,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
3,O,1.4358481197865846e-05,MAC,2.5626331808233507e-06,5.639436659961776e-06,6.144e-06,2.06e-06,6.154481197865844e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
3,FFN_GATE,1.6460007058823532e-05,MAC,5.123431773248403e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
3,FFN_UP,1.6449007058823528e-05,MAC,5.123431773248403e-06,7.315154780985272e-06,8.192e-06,2.06e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
3,FFN_DOWN,5.018254495326676e-05,MAC,1.7938432265763453e-05,1.8827725393144716e-05,2.1504e-05,7.2029999999999995e-06,2.1475544953266764e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
4,Q,1.3332250596777816e-05,ARRAY,5.123431773248403e-06,5.0050647039441615e-06,4.096e-06,2.06e-06,6.148818823529412e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
4,K,1.0762867016693815e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.618961529476048e-06,2.048e-06,0.0,6.143905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
4,V,1.0769759529039819e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.625854041822053e-06,2.048e-06,0.0,6.143905487217767e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
4,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.112e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
4,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
4,O,1.4357238820551098e-05,MAC,5.125266361646701e-06,5.514135379346668e-06,6.144e-06,2.06e-06,6.1532388205510996e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
4,FFN_GATE,1.646100705882353e-05,MAC,7.686064954071754e-06,6.1557273253600035e-06,8.192e-06,2.0720000000000002e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
4,FFN_UP,1.6460007058823532e-05,MAC,7.686646410185655e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
4,FFN_DOWN,5.243884751936365e-05,LOCAL_FABRIC,8.969216132881727e-06,2.3756083079338454e-05,2.1504e-05,7.2029999999999995e-06,2.1479764440025202e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
5,Q,1.2953380501396644e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.798002063966984e-06,6.144e-06,0.0,6.15537843742966e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
5,K,1.0764779595312961e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.6204780809602255e-06,2.048e-06,0.0,6.144301514352737e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
5,V,1.0764473156714549e-05,ARRAY,2.5626331808233507e-06,2.3188308794890387e-06,2.048e-06,2.06e-06,6.141839975891198e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
5,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806142724056399e-07,6.098855457359328e-06,2.144e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
5,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806142724056399e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
5,O,1.334046413712862e-05,LOCAL_FABRIC,5.123431773248403e-06,5.131225316577519e-06,4.096e-06,2.06e-06,6.1492388205511e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
5,FFN_GATE,1.6460007058823532e-05,MAC,5.125266361646701e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
5,FFN_UP,1.6449007058823528e-05,MAC,5.123431773248403e-06,7.317605117830132e-06,8.192e-06,2.06e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
5,FFN_DOWN,4.6583688853428235e-05,ARRAY,1.793201120636941e-05,1.7485064885629424e-05,1.4336e-05,7.179e-06,2.147267764705882e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
6,Q,1.437890561649579e-05,MAC,5.124624758828404e-06,5.383452482523207e-06,6.144e-06,2.0830000000000002e-06,6.15190561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
6,K,1.0770656945806941e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.626355431454205e-06,2.048e-06,0.0,6.144301514352737e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
6,V,1.076326305704152e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.618961542688784e-06,2.048e-06,0.0,6.144301514352737e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
6,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.176e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
6,ATTENTION_AV,3.3563764705882354e-05,MAC,8.806038949395079e-07,2.637254966734418e-06,4.48e-06,1.6408000000000003e-05,1.267576470588235e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
6,O,1.2957532905484353e-05,LOCAL_FABRIC,2.5626331808233507e-06,6.802154468054693e-06,6.144e-06,0.0,6.15537843742966e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
6,FFN_GATE,1.6460007058823532e-05,MAC,7.687899542470052e-06,7.315154780985272e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
6,FFN_UP,1.6460007058823532e-05,MAC,7.687899542470052e-06,7.317605117830132e-06,8.192e-06,2.071e-06,6.19700705882353e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
6,FFN_DOWN,4.524172557161129e-05,LOCAL_FABRIC,8.969216132881727e-06,2.376215478098527e-05,2.1504e-05,0.0,2.1479570790626026e-05,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
7,Q,1.3338591678524125e-05,LOCAL_FABRIC,5.123431773248403e-06,5.130352728695e-06,4.096e-06,2.059e-06,6.149238949829123e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
7,K,1.076072387740981e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.61681826091402e-06,2.048e-06,0.0,6.14390561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
7,V,1.0769621734545701e-05,LOCAL_FABRIC,2.5626331808233507e-06,4.62571611804991e-06,2.048e-06,0.0,6.14390561649579e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
7,ATTENTION_QK,1.4716076633829915e-05,LOCAL_FABRIC,8.806038949395079e-07,6.098855457359328e-06,2.208e-06,2.071e-06,6.546221176470587e-06,0.0,FROZEN_CPA_ENDPOINT_AUDIT_NOT_RERUN
